busid,latitude,longitude,zip,fips
3006059,29.2853,-99.3292,-1,48325
3006060,29.6975,-98.4867,78260,48029
3006061,30.3825,-97.6735,78753,48453
3006062,30.2151,-96.4103,77833,48477
3006063,30.2151,-96.4103,77833,48477
3006064,30.2151,-96.4103,77833,48477
3006065,30.7733,-98.0452,78605,48053
3006066,29.6244,-98.1419,-1,48187
3006067,29.6244,-98.1419,-1,48187
3006068,29.6244,-98.1419,-1,48187
3006069,29.6244,-98.1419,-1,48187
3006070,29.6244,-98.1419,-1,48187
3006071,29.6244,-98.1419,-1,48187
3006072,29.6244,-98.1419,-1,48187
3006073,29.6244,-98.1419,-1,48187
3006074,29.6244,-98.1419,-1,48187
3006075,29.9172,-96.7506,-1,48149
3006076,29.9172,-96.7506,-1,48149
3006077,29.9172,-96.7506,-1,48149
3006078,29.9172,-96.7506,-1,48149
3006079,29.9172,-96.7506,-1,48149
3006080,29.9172,-96.7506,-1,48149
3006081,30.5553,-98.2576,78654,48053
3006082,30.5553,-98.2576,78654,48053
3006083,30.5553,-98.2576,78654,48053
3006084,30.557,-97.6903,78665,48491
3006085,30.557,-97.6903,78665,48491
3006086,30.557,-97.6903,78665,48491
3006087,30.557,-97.6903,78665,48491
3006088,30.557,-97.6903,78665,48491
3006089,30.557,-97.6903,78665,48491
3006090,30.557,-97.6903,78665,48491
3006091,30.0344,-98.1428,78676,48209
3006092,29.477,-97.4489,78629,48177
3006093,29.6905,-98.4018,78262,48029
3006094,29.6272,-98.4271,78259,48029
3006095,30.56,-97.5461,78634,48491
3006096,29.6961,-97.4707,-1,48177
3006097,29.5886,-98.4746,78232,48029
3006098,30.388,-97.7069,78758,48453
3006099,29.4606,-98.4386,78234,48029
3006100,29.3536,-98.2383,78101,48029
3006101,30.0381,-96.9875,-1,48149
3006102,30.0381,-96.9875,-1,48149
3006103,30.0381,-96.9875,-1,48149
3006104,30.0381,-96.9875,-1,48149
3006105,30.0381,-96.9875,-1,48149
3006106,30.0381,-96.9875,-1,48149
3006107,30.5659,-97.064,76567,48331
3006108,30.5659,-97.064,76567,48331
3006109,30.5659,-97.064,76567,48331
3006110,30.5659,-97.064,76567,48331
3006111,30.5659,-97.064,76567,48331
3006112,29.1998,-98.8422,78059,48325
3006113,30.2706,-97.7426,78701,48453
3006114,29.4715,-98.6178,78238,48029
3006115,29.556,-98.3603,78233,48029
3006116,30.4655,-97.3841,78615,48491
3006117,30.0139,-97.1821,78957,48021
3006118,30.5039,-97.8242,78613,48491
3006119,30.5039,-97.8242,78613,48491
3006120,30.5039,-97.8242,78613,48491
3006121,29.5373,-98.4879,78216,48029
3006122,29.38,-96.8362,-1,48285
3006123,30.3557,-97.6447,78754,48453
3006124,29.7588,-98.1905,78132,48091
3006125,29.2935,-98.057,78161,48493
3006126,30.1784,-97.8887,78739,48453
3006127,30.8911,-96.9076,-1,48331
3006128,29.3055,-98.5311,78224,48029
3006129,29.6783,-99.3166,78883,48019
3006130,30.1328,-97.8747,78652,48209
3006131,29.8948,-98.391,78070,48091
3006132,30.3222,-97.7402,78756,48453
3006133,29.7276,-97.1585,78941,48149
3006134,30.7109,-97.4139,76530,48491
3006135,30.043,-96.6992,78954,48149
3006136,30.6479,-97.7532,78628,48491
3006137,30.3779,-97.895,78732,48453
3006138,29.6897,-98.9112,78063,48019
3006139,29.844,-97.358,-1,48021
3006140,30.8186,-97.5025,76573,48491
3006141,29.4289,-98.3433,78220,48029
3006142,29.4289,-98.3433,78220,48029
3006143,29.4289,-98.3433,78220,48029
3006144,29.4289,-98.3433,78220,48029
3006145,29.4289,-98.3433,78220,48029
3006146,29.4289,-98.3433,78220,48029
3006147,29.4289,-98.3433,78220,48029
3006148,29.4289,-98.3433,78220,48029
3006149,29.4289,-98.3433,78220,48029
3006150,29.5453,-98.5566,78230,48029
3006151,29.6863,-96.9336,78956,48149
3006152,29.2783,-98.4791,-1,48029
3006153,29.2783,-98.4791,-1,48029
3006154,30.2241,-98.1348,-1,48209
3006155,29.2001,-98.4927,78264,48029
3006156,30.5812,-98.2087,78654,48053
3006157,29.7477,-98.6503,78015,48029
3006158,30.2869,-96.1894,77880,48477
3006159,29.5471,-98.2626,78154,48187
3006160,30.27,-97.6836,78721,48453
3006161,29.5931,-97.9732,78156,48187
3006162,29.5931,-97.9732,78156,48187
3006163,29.5931,-97.9732,78156,48187
3006164,29.5931,-97.9732,78156,48187
3006165,29.5931,-97.9732,78156,48187
3006166,29.5931,-97.9732,78156,48187
3006167,29.5931,-97.9732,78156,48187
3006168,29.4066,-98.6303,78227,48029
3006169,29.3573,-98.8867,78009,48325
3006170,29.3573,-98.8867,78009,48325
3006171,29.3573,-98.8867,78009,48325
3006172,29.097,-97.2824,77954,48123
3006173,29.097,-97.2824,77954,48123
3006174,29.4916,-98.3971,78218,48029
3006175,30.2822,-97.731,78712,48453
3006176,30.1119,-98.0336,78619,48209
3006177,29.5378,-98.7348,78254,48029
3006178,29.5378,-98.7348,78254,48029
3006179,29.6605,-98.5835,78257,48029
3006180,29.3504,-98.107,78121,48493
3006181,30.3397,-97.5235,78653,48453
3006182,29.3425,-98.5701,78211,48029
3006183,30.1676,-96.923,78942,48287
3006184,30.2681,-97.8692,78735,48453
3006185,30.2611,-97.9594,78736,48453
3006186,30.4307,-97.8401,78726,48453
3006187,30.4186,-97.8025,78750,48453
3006188,29.696,-96.4255,-1,48089
3006189,29.696,-96.4255,-1,48089
3006190,29.5649,-97.0838,77975,48285
3006191,29.6562,-98.3391,78266,48091
3006192,30.5416,-96.6762,77836,48051
3006193,30.5416,-96.6762,77836,48051
3006194,30.127,-97.74,78747,48453
3006195,30.0243,-96.4511,78931,48015
3006196,29.9401,-97.5683,78616,48055
3006197,29.5017,-98.5695,78229,48029
3006198,29.5017,-98.5695,78229,48029
3006199,29.5017,-98.5695,78229,48029
3006200,29.4399,-98.4587,78208,48029
3006201,29.388,-98.526,78225,48029
3006202,29.6596,-97.7852,-1,48187
3006203,29.4889,-98.4562,78209,48029
3006204,29.4412,-98.4805,78215,48029
3006205,30.1671,-97.824,78748,48453
3006206,30.3548,-96.8402,77853,48287
3006207,30.45,-97.9718,78645,48453
3006208,30.4299,-97.7178,78727,48453
3006209,29.5011,-98.8535,78066,48325
3006210,30.556,-98.3384,78657,48053
3006211,30.556,-98.3384,78657,48053
3006212,30.556,-98.3384,78657,48053
3006213,30.556,-98.3384,78657,48053
3006214,30.556,-98.3384,78657,48053
3006215,30.556,-98.3384,78657,48053
3006216,30.556,-98.3384,78657,48053
3006217,30.3784,-97.9512,78734,48453
3006218,29.8715,-97.6768,78644,48055
3006219,30.3515,-97.7326,5757,48453
3006220,29.5381,-98.4152,78217,48029
3006221,28.867,-98.2404,-1,48013
3006222,30.2068,-97.7974,78745,48453
3006223,30.2068,-97.7974,78745,48453
3006224,30.4027,-97.7611,78759,48453
3006225,29.4646,-98.4937,78212,48029
3006226,30.1829,-98.5665,-1,48031
3006227,30.243,-97.7651,78704,48453
3006228,29.8802,-97.9662,78666,48209
3006229,29.8802,-97.9662,78666,48209
3006230,29.8802,-97.9662,78666,48209
3006231,30.0785,-97.838,78610,48209
3006232,30.151,-97.6073,-1,48453
3006233,30.2971,-97.6178,78724,48453
3006234,29.4009,-98.7307,-1,48029
3006235,29.4009,-98.7307,-1,48029
3006236,29.4009,-98.7307,-1,48029
3006237,31.0208,-97.1207,76519,48027
3006238,30.2305,-97.7141,78741,48453
3006239,29.2567,-98.3825,-1,48029
3006240,29.2567,-98.3825,-1,48029
3006241,29.2567,-98.3825,-1,48029
3006242,29.2567,-98.3825,-1,48029
3006243,29.2567,-98.3825,-1,48029
3006244,29.2567,-98.3825,-1,48029
3006245,29.2567,-98.3825,-1,48029
3006246,29.2567,-98.3825,-1,48029
3006247,29.2567,-98.3825,-1,48029
3006248,29.2567,-98.3825,-1,48029
3006249,29.2567,-98.3825,-1,48029
3006250,29.5186,-98.363,78239,48029
3006251,29.9711,-98.2282,78623,48091
3006252,30.4023,-98.3596,-1,48031
3006253,28.8577,-97.4286,78164,48175
3006254,30.2098,-97.6129,78617,48453
3006255,30.2098,-97.6129,78617,48453
3006256,30.2098,-97.6129,78617,48453
3006257,30.2098,-97.6129,78617,48453
3006258,30.2098,-97.6129,78617,48453
3006259,30.2098,-97.6129,78617,48453
3006260,30.2098,-97.6129,78617,48453
3006261,29.3913,-98.6187,78227,48029
3006262,30.6909,-97.9414,78642,48491
3006263,28.7334,-97.895,-1,48255
3006264,28.7334,-97.895,-1,48255
3006265,29.1297,-97.3112,77954,48123
3006266,29.1297,-97.3112,77954,48123
3006267,29.1297,-97.3112,77954,48123
3006268,29.1297,-97.3112,77954,48123
3006269,29.1297,-97.3112,77954,48123
3006270,29.1297,-97.3112,77954,48123
3006271,29.1297,-97.3112,77954,48123
3006272,29.1297,-97.3112,77954,48123
3006273,29.1297,-97.3112,77954,48123
3006274,29.1297,-97.3112,77954,48123
3006275,29.3958,-98.4644,78210,48029
3006276,29.2439,-98.6224,78073,48029
3006277,29.9048,-97.8073,78656,48055
3006278,29.9048,-97.8073,78656,48055
3006279,29.5428,-97.9371,78155,48187
3006280,29.5428,-97.9371,78155,48187
3006281,29.526,-98.2775,78150,48029
3006282,30.43,-98.1127,78669,48453
3006283,29.4366,-98.2051,78152,48029
3006284,29.3452,-98.4439,78235,48029
3006285,29.8592,-98.7063,-1,48259
3006286,29.8592,-98.7063,-1,48259
3006287,29.4224,-98.5259,78207,48029
3006288,29.4224,-98.5259,78207,48029
3006289,30.3482,-97.7681,78731,48453
3006290,30.4924,-97.7483,78717,48491
3006291,29.6247,-98.624,78256,48029
3006292,30.1458,-97.55,78612,48021
3006293,30.1458,-97.55,78612,48021
3006294,30.1458,-97.55,78612,48021
3006295,30.1458,-97.55,78612,48021
3006296,30.1458,-97.55,78612,48021
3006297,30.1458,-97.55,78612,48021
3006298,29.7372,-98.0228,78130,48091
3006299,29.7372,-98.0228,78130,48091
3006300,29.7372,-98.0228,78130,48091
3006301,29.7372,-98.0228,78130,48091
3006302,29.7372,-98.0228,78130,48091
3006303,29.7372,-98.0228,78130,48091
3006304,29.7372,-98.0228,78130,48091
3006305,29.7372,-98.0228,78130,48091
3006306,30.3318,-97.7043,78752,48453
3006307,29.4211,-98.5709,78237,48029
3006308,29.4274,-99.1411,78861,48325
3006309,29.4274,-99.1411,78861,48325
3006310,29.4741,-98.3481,78244,48029
3006311,29.8066,-96.6865,78938,48089
3006312,29.4467,-98.3874,-1,48029
3006313,30.321,-97.8848,-1,48453
3006314,29.7695,-98.4532,78163,48091
3006315,30.8418,-97.8097,76527,48491
3006316,30.8418,-97.8097,76527,48491
3006317,30.8418,-97.8097,76527,48491
3006318,30.8418,-97.8097,76527,48491
3006319,30.8418,-97.8097,76527,48491
3006320,29.4182,-98.3943,78220,48029
3006321,29.0734,-98.0804,78147,48493
3006322,29.0734,-98.0804,78147,48493
3006323,29.4044,-98.505,78204,48029
3006324,29.3549,-98.3719,78263,48029
3006325,30.8527,-97.1489,76518,48331
3006326,30.4713,-96.4381,77878,48051
3006327,29.4886,-96.6525,77745,48089
3006328,29.9723,-98.9047,78013,48259
3006329,28.9141,-97.6326,78141,48123
3006330,30.1838,-97.6843,78719,48453
3006331,30.4584,-97.7553,78729,48491
3006332,29.6099,-98.7468,78023,48029
3006333,29.5035,-98.6646,78250,48029
3006334,29.5035,-98.6646,78250,48029
3006335,29.5035,-98.6646,78250,48029
3006336,29.7072,-99.0952,78803,48019
3006337,29.5164,-98.523,78213,48029
3006338,30.7004,-96.8306,-1,48331
3006339,30.0941,-97.4951,78612,48021
3006340,29.4289,-97.7358,-1,48177
3006341,30.1223,-96.2584,77426,48477
3006342,30.5017,-97.6472,78664,48491
3006343,30.5017,-97.6472,78664,48491
3006344,30.5017,-97.6472,78664,48491
3006345,30.29,-97.7147,78722,48453
3006346,29.0705,-98.4818,78050,48013
3006349,30.3974,-97.8426,78726,48453
3006350,30.3974,-97.8426,78726,48453
3006351,30.3974,-97.8426,78726,48453
3006352,29.6341,-98.4974,78258,48029
3006353,30.5434,-97.6456,78664,48491
3006354,30.5344,-97.7256,78681,48491
3006355,30.5344,-97.7256,78681,48491
3006356,29.4684,-98.5289,78201,48029
3006357,29.1358,-99.1689,78886,48325
3006358,30.6591,-97.6182,78674,48491
3006359,30.8007,-98.283,78611,48053
3006360,30.8007,-98.283,78611,48053
3007001,28.8391,-96.8896,77988,48469
3007002,29.7248,-95.1765,77506,48201
3007003,29.7248,-95.1765,77506,48201
3007004,29.7248,-95.1765,77506,48201
3007005,29.7248,-95.1765,77506,48201
3007006,29.7248,-95.1765,77506,48201
3007007,29.7248,-95.1765,77506,48201
3007008,29.7248,-95.1765,77506,48201
3007009,29.7248,-95.1765,77506,48201
3007010,30.0868,-95.9905,77446,48473
3007011,30.2858,-95.3124,77306,48339
3007012,29.6876,-95.9523,77476,48157
3007013,29.9797,-95.5728,77070,48201
3007014,29.8108,-95.2539,77013,48201
3007015,29.8108,-95.2539,77013,48201
3007016,29.8329,-95.149,77049,48201
3007017,29.8159,-95.523,77080,48201
3007018,28.8947,-97.135,77976,48469
3007019,28.8947,-97.135,77976,48469
3007020,28.8947,-97.135,77976,48469
3007021,28.8947,-97.135,77976,48469
3007022,28.8947,-97.135,77976,48469
3007023,28.8947,-97.135,77976,48469
3007024,28.8947,-97.135,77976,48469
3007025,28.8947,-97.135,77976,48469
3007026,29.5072,-94.9872,77518,48167
3007027,30.1004,-95.3564,77386,48339
3007028,29.6524,-95.5212,77071,48201
3007029,28.5707,-96.8333,-1,48057
3007030,28.5707,-96.8333,-1,48057
3007031,28.5707,-96.8333,-1,48057
3007032,28.5707,-96.8333,-1,48057
3007033,28.5707,-96.8333,-1,48057
3007034,28.5707,-96.8333,-1,48057
3007035,30.3074,-95.4385,77301,48339
3007036,30.3074,-95.4385,77301,48339
3007037,29.67,-95.7081,77407,48157
3007038,29.67,-95.7081,77407,48157
3007039,29.67,-95.7081,77407,48157
3007040,30.0544,-94.922,77535,48291
3007041,30.0544,-94.922,77535,48291
3007042,28.7883,-97.01,77905,48469
3007043,28.7883,-97.01,77905,48469
3007044,28.7883,-97.01,77905,48469
3007045,28.7883,-97.01,77905,48469
3007046,28.7883,-97.01,77905,48469
3007047,29.8376,-95.7338,77449,48201
3007048,29.8376,-95.7338,77449,48201
3007049,29.8376,-95.7338,77449,48201
3007050,30.1563,-95.7493,77355,48339
3007051,29.8634,-95.3414,77093,48201
3007052,29.6004,-95.5155,77489,48157
3007053,29.4827,-95.6802,-1,48157
3007054,29.9066,-95.1806,-1,48201
3007055,29.7249,-95.3638,77004,48201
3007056,30.195,-95.5482,77382,48339
3007057,30.195,-95.5482,77382,48339
3007058,28.6917,-96.5417,77978,48057
3007059,28.6917,-96.5417,77978,48057
3007060,28.6917,-96.5417,77978,48057
3007061,28.6917,-96.5417,77978,48057
3007062,28.6917,-96.5417,77978,48057
3007063,28.6917,-96.5417,77978,48057
3007064,28.6917,-96.5417,77978,48057
3007065,28.6917,-96.5417,77978,48057
3007066,28.6917,-96.5417,77978,48057
3007067,29.9112,-95.3412,77039,48201
3007068,29.2123,-96.2806,77437,48481
3007069,29.2123,-96.2806,77437,48481
3007070,29.6194,-95.1912,77034,48201
3007071,28.4446,-96.4918,-1,48057
3007072,29.4568,-95.0311,77539,48167
3007073,29.3105,-94.7758,77555,48167
3007074,29.3105,-94.7758,77555,48167
3007075,29.7639,-95.1731,77015,48201
3007076,29.7731,-94.9019,77520,48071
3007077,29.7731,-94.9019,77520,48071
3007078,29.7731,-94.9019,77520,48071
3007079,29.7731,-94.9019,77520,48071
3007080,29.7731,-94.9019,77520,48071
3007081,29.7731,-94.9019,77520,48071
3007082,29.7731,-94.9019,77520,48071
3007083,29.5038,-95.0873,77573,48167
3007084,29.5038,-95.0873,77573,48167
3007085,29.2845,-95.2815,77577,48039
3007086,29.7597,-95.2563,77029,48201
3007087,29.6203,-95.6057,77478,48157
3007088,29.6461,-95.7945,77469,48157
3007089,29.8127,-95.5836,-1,48201
3007090,30.1605,-95.6692,77362,48339
3007091,29.5453,-95.3501,77584,48039
3007092,29.7348,-95.4161,77098,48201
3007093,29.7413,-95.5603,77042,48201
3007094,29.8264,-95.4263,77018,48201
3007095,28.795,-96.0481,-1,48321
3007096,28.795,-96.0481,-1,48321
3007097,28.795,-96.0481,-1,48321
3007098,28.795,-96.0481,-1,48321
3007099,28.795,-96.0481,-1,48321
3007100,29.7185,-95.2741,77012,48201
3007101,29.6945,-95.6496,77083,48201
3007102,30.0949,-95.5858,77375,48201
3007103,29.7436,-95.3089,77011,48201
3007104,29.7232,-95.1289,77536,48201
3007105,29.7232,-95.1289,77536,48201
3007106,29.7232,-95.1289,77536,48201
3007107,29.7232,-95.1289,77536,48201
3007108,29.7232,-95.1289,77536,48201
3007109,29.7232,-95.1289,77536,48201
3007110,29.7232,-95.1289,77536,48201
3007111,29.7232,-95.1289,77536,48201
3007112,29.7232,-95.1289,77536,48201
3007113,29.7232,-95.1289,77536,48201
3007114,29.7232,-95.1289,77536,48201
3007115,29.7232,-95.1289,77536,48201
3007116,29.6327,-96.0551,77474,48015
3007117,29.9177,-95.49,77086,48201
3007118,30.0593,-95.4707,77388,48201
3007119,29.661,-95.2298,77587,48201
3007120,29.726,-95.6382,77082,48201
3007121,29.726,-95.6382,77082,48201
3007122,29.726,-95.6382,77082,48201
3007123,28.4296,-96.5742,-1,48057
3007124,29.7953,-95.3676,77009,48201
3007125,29.567,-95.636,77479,48157
3007126,29.567,-95.636,77479,48157
3007127,29.567,-95.636,77479,48157
3007128,30.3245,-95.505,77304,48339
3007129,28.8333,-96.5216,72971,48239
3007130,29.7268,-95.0598,-1,48201
3007131,29.7268,-95.0598,-1,48201
3007132,29.7268,-95.0598,-1,48201
3007133,29.7268,-95.0598,-1,48201
3007134,29.7268,-95.0598,-1,48201
3007135,29.7268,-95.0598,-1,48201
3007136,29.7268,-95.0598,-1,48201
3007137,29.7268,-95.0598,-1,48201
3007138,29.7268,-95.0598,-1,48201
3007139,29.7268,-95.0598,-1,48201
3007140,29.7268,-95.0598,-1,48201
3007141,29.7268,-95.0598,-1,48201
3007142,29.7268,-95.0598,-1,48201
3007143,30.1612,-95.1898,77357,48339
3007144,29.6898,-95.2524,77017,48201
3007145,29.9522,-95.2422,77396,48201
3007146,29.9522,-95.2422,77396,48201
3007147,29.6522,-95.5462,77031,48201
3007148,29.8904,-95.3925,77037,48201
3007149,28.6956,-96.7942,77977,48469
3007150,30.4714,-95.3639,-1,48339
3007151,30.4714,-95.3639,-1,48339
3007152,29.7338,-95.4333,77027,48201
3007153,28.6234,-96.1899,-1,48321
3007154,30.1882,-95.4163,77385,48339
3007155,29.6857,-95.4348,77025,48201
3007156,30.0622,-95.384,77373,48201
3007157,30.0622,-95.384,77373,48201
3007158,30.0531,-95.1579,77345,48201
3007159,29.9417,-95.5306,77086,48201
3007160,29.9417,-95.5306,77086,48201
3007161,29.9417,-95.5306,77086,48201
3007162,29.9417,-95.5306,77086,48201
3007163,29.9417,-95.5306,77086,48201
3007164,29.9417,-95.5306,77086,48201
3007165,29.9417,-95.5306,77086,48201
3007166,29.9417,-95.5306,77086,48201
3007167,29.9417,-95.5306,77086,48201
3007168,29.9417,-95.5306,77086,48201
3007169,29.9417,-95.5306,77086,48201
3007170,29.9417,-95.5306,77086,48201
3007171,29.3914,-94.9201,77590,48167
3007172,29.3914,-94.9201,77590,48167
3007173,30.0468,-95.221,77339,48201
3007174,29.5736,-95.1306,77062,48201
3007175,30.0409,-95.5289,77379,48201
3007176,30.0409,-95.5289,77379,48201
3007177,30.0409,-95.5289,77379,48201
3007178,29.9347,-95.3949,77060,48201
3007179,29.5373,-95.4746,77545,48157
3007180,29.7982,-95.4169,77008,48201
3007181,29.8815,-95.4526,77088,48201
3007182,29.7927,-96.0122,77423,48473
3007183,29.7018,-95.5345,77036,48201
3007184,29.4734,-95.5581,77481,48157
3007185,29.4734,-95.5581,77481,48157
3007186,29.721,-95.3954,77005,48201
3007187,29.721,-95.3954,77005,48201
3007188,29.721,-95.3954,77005,48201
3007189,29.721,-95.3954,77005,48201
3007190,29.721,-95.3954,77005,48201
3007191,29.721,-95.3954,77005,48201
3007192,29.721,-95.3954,77005,48201
3007193,29.721,-95.3954,77005,48201
3007194,29.721,-95.3954,77005,48201
3007195,29.721,-95.3954,77005,48201
3007196,29.721,-95.3954,77005,48201
3007197,29.721,-95.3954,77005,48201
3007198,30.0617,-95.6815,77377,48201
3007199,29.9978,-95.6694,77429,48201
3007200,29.9978,-95.6694,77429,48201
3007201,29.9978,-95.6694,77429,48201
3007202,30.0999,-96.0656,77445,48473
3007203,29.1556,-95.6835,77486,48039
3007204,29.6744,-94.9139,77520,48071
3007205,29.6744,-94.9139,77520,48071
3007206,29.6744,-94.9139,77520,48071
3007207,29.6744,-94.9139,77520,48071
3007208,29.6744,-94.9139,77520,48071
3007209,29.6744,-94.9139,77520,48071
3007210,29.6744,-94.9139,77520,48071
3007211,29.6744,-94.9139,77520,48071
3007212,29.6744,-94.9139,77520,48071
3007213,29.3036,-95.0323,77563,48167
3007214,29.6669,-95.3351,77033,48201
3007215,30.1782,-95.501,77381,48339
3007216,29.7715,-95.4111,77007,48201
3007217,29.7732,-95.3143,77020,48201
3007218,30.3062,-95.6864,-1,48339
3007219,29.4164,-96.0854,77448,48481
3007220,29.6709,-95.586,77099,48201
3007221,29.6997,-95.5848,77072,48201
3007222,29.7218,-95.3183,77023,48201
3007223,29.9884,-95.5312,77069,48201
3007224,29.7068,-95.4017,77030,48201
3007225,29.8586,-95.5808,77041,48201
3007226,29.6561,-95.3787,77051,48201
3007227,29.8275,-95.6599,77084,48201
3007228,29.8275,-95.6599,77084,48201
3007229,29.8275,-95.6599,77084,48201
3007230,29.4644,-95.9662,77451,48157
3007231,29.6136,-95.1194,77059,48201
3007232,29.3632,-94.9801,77568,48167
3007233,30.0796,-95.9323,77874,48473
3007234,30.1067,-95.2971,77365,48339
3007235,29.9343,-95.7476,77433,48201
3007236,29.9878,-95.3534,77205,48201
3007237,29.5924,-95.9553,77464,48157
3007238,30.0757,-94.7334,77575,48291
3007239,29.8685,-94.603,-1,48071
3007240,29.6534,-95.4753,77035,48201
3007241,29.7712,-95.5118,77024,48201
3007242,29.9186,-95.4412,77038,48201
3007243,29.9329,-95.0572,77532,48201
3007244,29.4815,-95.3614,77578,48039
3007245,30.0082,-95.439,77090,48201
3007246,29.9092,-95.6512,77095,48201
3007247,29.2599,-95.6677,-1,48039
3007248,29.7363,-95.5233,77063,48201
3007249,29.8002,-95.3289,77026,48201
3007250,29.7536,-95.3598,77010,48201
3007251,30.0476,-95.8337,77240,48201
3007252,29.1749,-95.4501,77515,48039
3007253,29.1749,-95.4501,77515,48039
3007254,30.378,-95.3771,77303,48339
3007255,29.741,-95.3913,77006,48201
3007256,29.5835,-95.4607,77053,48157
3007257,29.5616,-95.2797,77581,48039
3007258,29.7401,-95.4464,77027,48201
3007259,29.587,-95.2256,77089,48201
3007260,29.8325,-95.0509,77562,48201
3007261,28.7885,-95.8393,-1,48321
3007262,28.7885,-95.8393,-1,48321
3007263,29.6225,-95.0458,77507,48201
3007264,29.6225,-95.0458,77507,48201
3007265,29.6225,-95.0458,77507,48201
3007266,29.6225,-95.0458,77507,48201
3007267,29.6225,-95.0458,77507,48201
3007268,29.6225,-95.0458,77507,48201
3007269,29.6225,-95.0458,77507,48201
3007270,29.6225,-95.0458,77507,48201
3007271,29.8485,-95.9771,77466,48473
3007272,29.6187,-95.3242,77048,48201
3007273,29.3992,-94.9973,77591,48167
3007274,28.6767,-97.1987,-1,48175
3007275,28.6767,-97.1987,-1,48175
3007276,29.8316,-95.3796,77022,48201
3007277,29.0209,-96.4898,77962,48239
3007278,29.8247,-94.9197,77523,48201
3007279,29.8247,-94.9197,77523,48201
3007280,29.8247,-94.9197,77523,48201
3007281,29.8247,-94.9197,77523,48201
3007282,29.7535,-94.9973,77521,48201
3007283,29.7535,-94.9973,77521,48201
3007284,29.7535,-94.9973,77521,48201
3007285,29.7535,-94.9973,77521,48201
3007286,29.7535,-94.9973,77521,48201
3007287,29.7535,-94.9973,77521,48201
3007288,29.7535,-94.9973,77521,48201
3007289,29.7535,-94.9973,77521,48201
3007290,30.1234,-95.5171,77389,48201
3007291,30.0173,-95.2862,77338,48201
3007292,29.9572,-95.5033,77066,48201
3007293,29.3645,-95.1311,77517,48167
3007294,29.5069,-94.5201,77617,48167
3007295,29.9993,-95.4002,77073,48201
3007296,29.7761,-95.603,77079,48201
3007297,29.6358,-95.4329,77045,48201
3007298,29.83,-95.4744,77092,48201
3007299,29.3974,-96.3845,77460,48089
3007300,30.2219,-95.3388,77302,48339
3007301,29.5386,-95.1361,77598,48201
3007302,28.9331,-95.7349,-1,48321
3007303,28.8579,-96.3539,77961,48239
3007304,29.2878,-96.0683,77488,48481
3007305,29.2878,-96.0683,77488,48481
3007306,29.2878,-96.0683,77488,48481
3007307,29.2878,-96.0683,77488,48481
3007308,29.2878,-96.0683,77488,48481
3007309,29.2878,-96.0683,77488,48481
3007310,29.2878,-96.0683,77488,48481
3007311,29.2878,-96.0683,77488,48481
3007312,29.0505,-95.4758,77566,48039
3007313,29.0505,-95.4758,77566,48039
3007314,29.9871,-96.2529,77418,48015
3007315,29.8532,-95.8315,77492,48201
3007316,29.6106,-95.3869,77047,48201
3007317,29.5151,-95.1921,77546,48167
3007318,29.6204,-95.2689,77075,48201
3007319,30.0071,-95.4884,77068,48201
3007320,28.9802,-95.342,77541,48039
3007321,28.9802,-95.342,77541,48039
3007322,28.9802,-95.342,77541,48039
3007323,28.9802,-95.342,77541,48039
3007324,28.9802,-95.342,77541,48039
3007325,28.9802,-95.342,77541,48039
3007326,28.9802,-95.342,77541,48039
3007327,29.2639,-95.8997,77468,48481
3007328,29.2639,-95.8997,77468,48481
3007329,29.2639,-95.8997,77468,48481
3007330,29.704,-95.4609,77401,48201
3007331,29.7233,-95.2103,77506,48201
3007332,29.7233,-95.2103,77506,48201
3007333,29.7233,-95.2103,77506,48201
3007334,29.7233,-95.2103,77506,48201
3007335,29.7233,-95.2103,77506,48201
3007336,29.6243,-95.568,77477,48157
3007337,29.0424,-96.6897,77957,48239
3007338,29.6856,-95.3042,77087,48201
3007339,29.3826,-95.807,77461,48157
3007340,29.7951,-96.1077,77474,48015
3007341,29.7406,-95.8296,77494,48157
3007342,29.7406,-95.8296,77494,48157
3007343,29.7406,-95.8296,77494,48157
3007344,29.86,-95.3822,77076,48201
3007345,29.647,-95.2766,77048,48201
3007346,29.4828,-95.6311,77481,48157
3007347,29.4828,-95.6311,77481,48157
3007348,29.4828,-95.6311,77481,48157
3007349,29.4828,-95.6311,77481,48157
3007350,29.4828,-95.6311,77481,48157
3007351,29.4828,-95.6311,77481,48157
3007352,29.4828,-95.6311,77481,48157
3007353,29.4828,-95.6311,77481,48157
3007354,29.4828,-95.6311,77481,48157
3007355,29.4828,-95.6311,77481,48157
3007356,29.4828,-95.6311,77481,48157
3007357,29.4828,-95.6311,77481,48157
3007358,29.4828,-95.6311,77481,48157
3007359,29.4828,-95.6311,77481,48157
3007360,29.4828,-95.6311,77481,48157
3007361,29.4828,-95.6311,77481,48157
3007362,29.7482,-95.4689,77056,48201
3007363,29.2532,-94.9247,77554,48167
3007364,29.5222,-96.2187,77454,48481
3007365,29.8625,-95.3,77016,48201
3007366,29.8161,-95.1077,77530,48201
3007367,29.8161,-95.1077,77530,48201
3007368,29.8161,-95.1077,77530,48201
3007369,29.8161,-95.1077,77530,48201
3007370,29.8161,-95.1077,77530,48201
3007371,29.8161,-95.1077,77530,48201
3007372,29.8161,-95.1077,77530,48201
