busid,res,bus,oth,tot
3005306.0,11666.417390191353,892.0794206113873,343.0940759860913,12901.677944407706
3005307.0,60533.456395581525,3932.8752101176656,1559.5760625950531,66026.05130873289
3005308.0,4711.726943035775,557.7274799547944,286.60904742876204,5556.063470419332
3005309.0,30342.29370156914,3591.6196347577466,1845.6875790445033,35779.60091537139
3005310.0,25710.821314809138,2583.680535809622,1421.9738633841423,29716.475714002903
3005311.0,12572.79059197038,1488.2421875536402,764.7887024548595,14825.82148197888
3005312.0,23387.150372250788,1788.312114683107,687.7855024852274,25863.422509972912
3005313.0,4948.080672425844,585.7046890469893,300.98617879815276,5834.7715402709855
3005314.0,2955.6352395672334,129.04791344667697,49.19319938176198,3133.8763523956723
3005315.0,13383.47663691667,869.5281357560232,344.810143680461,14597.846674137514
3005316.0,54082.03062498196,6401.694116823141,3289.749059705119,63773.47380151022
3005323.0,67357.74334721631,7973.141250897725,4097.2957242845305,79428.18032239856
3005327.0,1039.9001614018905,83.3683037429867,17.22842210437322,1140.5277073245713
3005328.0,2335.673010380623,175.367214532872,36.72534602076125,2547.9130622837374
3005329.0,45505.766729970914,5386.521101192068,2768.0645785872293,53660.352409750216
3005330.0,23796.92820079063,2391.3534091977044,1316.1232586087262,27504.404868597063
3005331.0,10928.320881098802,914.0287214210717,268.3502110608755,12110.699813580748
3005332.0,31268.825693907045,3142.2044178899137,1729.367270342309,36140.39738213927
3005333.0,39877.990246384805,3083.6735507400026,999.5403078749841,43961.20410499979
3005334.0,9694.60736196319,518.6717791411043,151.340490797546,10366.088957055214
3005335.0,51172.11717742632,6057.247438649105,3112.742299468985,60342.10691554441
3005336.0,22757.487658415135,2693.8055611627656,1384.3123632813301,26835.605582859233
3005337.0,2484.0539215686276,251.0137254901961,43.267647058823535,2778.949019607843
3005338.0,22944.04949122171,1754.4301469803956,674.7544851419674,25373.405337372275
3005339.0,29391.66757248006,2953.5687908290884,1625.548347040509,33970.78471034965
3005340.0,10417.981266881705,1233.1772423234993,633.7140762040509,12284.872585409255
3005341.0,16318.227657488193,1060.1997118386296,420.42068558392697,17798.886776594893
3005344.0,29071.508714978387,3441.196718339972,1768.3871584350522,34281.09259175341
3005345.0,8588.901083698407,688.5681346552915,142.29559603412494,9420.019368226882
3005346.0,33539.04823606336,3370.3390901474286,1854.9251854118047,38764.31251162259
3005347.0,2138.8173515981734,121.54794520547944,84.58599695585995,2345.6621004566205
3005348.0,2398.772192759972,192.30843132733838,39.741372684651445,2630.8930904619165
3005349.0,18671.944621815383,2210.199518283396,1135.7933781818626,22017.937518280643
3005351.0,53495.75059493647,6332.296104659385,3254.086305269358,63082.13300486521
3005352.0,12842.909139844744,1520.2161408018628,781.2197097341631,15144.34499038077
3005353.0,17367.394816740332,2055.7798577095937,1056.4390816624987,20479.613756112427
3005354.0,23856.379023631296,2823.8814164225805,1451.156688349406,28131.417128403282
3005355.0,2083.8942368856283,161.14276324159283,52.23272974004496,2297.269729867266
3005356.0,37580.242973020846,4448.376245658988,2285.9638877331167,44314.58310641295
3005357.0,37743.33585035034,3156.7972229959933,926.8058882770148,41826.938961623346
3005362.0,4485.317810457515,453.24150326797377,78.12598039215685,5017.793464052287
3005370.0,44691.70411930681,2903.6322340510683,1151.4312264868327,48746.87362923237
3005371.0,21179.749776512603,2507.048606962919,1288.3403434908523,24975.138726966376
3005372.0,12216.725233408717,1446.094703726437,743.1296474048683,14405.949584540023
3005373.0,57670.264869436876,5795.285145260074,3189.53674543044,66655.0867601274
3005374.0,21207.375537090662,2510.3186703633055,1290.0207874171444,25007.714994871112
3005375.0,22808.756900078577,2292.0520712733173,1261.4710269684442,26362.27999832034
3005376.0,14687.696040668523,1738.5837078721113,893.4360208121345,17319.71576935277
3005377.0,22317.659364174833,1585.9584313632763,1296.5743234456097,25200.32836385562
3005378.0,26824.041897636456,2472.773371875531,761.1471178371025,30058.07811596667
3005379.0,60513.553296021,6081.007210514632,3346.788891488352,69941.34939802397
3005381.0,29432.700903269582,2275.963275518426,737.7295280098384,32446.393706797848
3005385.0,73966.43918327887,8755.413084345719,4499.295254652038,87221.14752227663
3005386.0,26346.539908718845,2203.5859349889643,646.95204525488,29197.07788896269
3005387.0,28561.45673991157,2870.1409009743984,1579.6323457367778,33011.22998662275
3005389.0,34473.97803094712,3177.982468967862,978.2183132120387,38630.327546335655
3005392.0,2901.0633224170347,206.1580814111583,168.5411607533429,3275.7802749961584
3005393.0,5880.321850025506,542.0772657711274,166.85740520319672,6589.281890834892
3005400.0,44886.54407422485,3754.244676337611,1102.2108251730267,49742.999575735485
3005402.0,43266.86541111622,3992.4425815342215,866.670647680294,48125.97864033073
3005407.0,5245.6979064212455,229.0358297035268,87.30869748489533,5562.042433609668
3005408.0,11015.382618011956,921.310437335276,270.4880541687201,12207.181109515952
3005409.0,34001.90914271659,3416.851984491194,1880.5243719793718,39299.28549918716
3005411.0,46506.097880188696,3304.8599245711316,2701.8340683115994,52513.07578354989
3005412.0,59944.07876320469,5013.634781118087,1471.9558807773897,66429.66942510018
3005420.0,5389.023413176884,541.5429841452659,298.04767217953093,6228.614069501681
3005421.0,833.3051961687628,69.69642375024104,20.462212603655527,923.4638325226593
3005422.0,77142.62919735051,5011.977707516208,1987.4926208676857,84142.28257824382
3005425.0,16247.01674885235,1923.1606198050333,988.2877446517508,19158.465113309132
3005426.0,17264.845930059964,1201.24787745651,178.5075699103485,18644.601377426825
3005427.0,9335.10851957084,721.8625376362326,233.98413977354647,10290.95519698062
3005428.0,31320.254683535182,3147.372517261443,1732.2116244053718,36199.838825201994
3005429.0,39001.541634423294,3919.2650733948794,2157.036220538568,45077.842928356746
3005430.0,17320.95637519466,1324.4570471659877,509.386671502016,19154.929347014528
3005431.0,35839.10516300901,2840.395280984397,551.58505645059,39231.085500443995
3005432.0,12012.321948930181,918.529214753504,353.26667662179756,13284.207479147559
3005433.0,42972.59433356727,4318.316174867976,2376.660987836505,49667.571496271754
3005434.0,4708.6241699867205,391.37494466578136,123.3793714032758,5223.451969898186
3005435.0,1386.0127103683653,114.23443568318231,52.483229375073556,1552.78333529481
3005436.0,22373.796539275416,2648.3880139351763,1360.9728643050464,26383.15741751564
3005437.0,3551.052270022105,327.353630334977,100.76308450943716,3979.18430539024
3005438.0,18455.66027798273,1854.609374468859,1020.7167723448966,21330.986424796487
3005439.0,42009.83249226072,3248.524023578305,1052.9748526355966,46311.331368474624
3005440.0,61391.51961895847,6169.234049785742,3395.3460787077847,70956.099747452
3005441.0,53331.86224437765,5359.319048276054,2949.5951633963396,61640.776456050036
3005442.0,16060.538761015227,1613.9236037376297,888.2511402651052,18562.71350501796
3005443.0,19227.095122404782,1932.130865041801,1063.3820832908418,22222.608070737424
3005446.0,16025.05941166468,1477.2695459955787,454.7199795953069,17957.118075157283
3005447.0,56740.86955687127,5701.890206617435,3138.135204147945,65580.89496763665
3005449.0,81953.35351929131,9700.824747435214,4985.130265342357,96639.30853206888
3005450.0,7089.312862928282,592.9397244423493,174.0815102102038,7856.334097580835
3005452.0,33710.19054209919,2084.78615916955,1944.1282583621683,37740.08858131488
3005453.0,16373.983546944855,1273.7783606557375,528.9864679582712,18176.849597615495
3005454.0,21798.77509607994,1595.426287471176,1031.5572636433512,24426.003382013838
3005455.0,4476.974988933157,372.120554817766,117.30950272982146,4966.474915154198
3005456.0,3895.466564768819,426.5338173481085,111.3954910202522,4433.636988918609
3005457.0,38035.411329266164,3822.1786352011477,2103.6029977824564,43961.19296224977
3005460.0,5484.520246385207,389.74611919652887,318.63055223862955,6192.930399725714
3005461.0,28197.250984240334,2003.7794828748094,1638.1570764810897,31839.359682205646
3005462.0,26413.2966415784,3126.5439511472346,1606.6911095273597,31146.531702252993
3005463.0,49213.757705337186,5825.43627759949,2993.617496694034,58032.811479630705
3005465.0,91993.48134455294,5976.841631313535,2370.10803549988,100340.64930361001
3005466.0,2352.7562629757786,145.5047750865052,135.68775086505192,2634.017439446367
3005467.0,8665.280234651462,1025.7098865878725,527.0992448803878,10218.08936611972
3005468.0,12931.92547948516,1530.7530117586637,786.6344734966609,15249.312964740484
3005469.0,3122.4743702797214,313.7774618428603,172.69292525739692,3608.944757379979
3005470.0,27793.585580683553,2562.150722666213,788.6584594456724,31144.514674375103
3005471.0,510.91989331371286,47.82341580060701,13.694104662926515,572.4374137772464
3005472.0,1397.0,58.0,30.0,1486.0
3005473.0,1244.7654516640252,84.30427892234547,129.8094294770206,1459.03882725832
3005474.0,806.5061102144338,64.65721312735377,13.361693951271997,884.548920144493
3005475.0,14291.073979135617,1111.742950819672,461.6949031296572,15864.600178837554
3005476.0,3412.3973342447025,319.65215311004783,68.98427887901572,3801.183732057416
3005477.0,30610.284962699363,2175.256765543904,1778.3455186030292,34564.07411654825
3005478.0,42341.0823793065,5011.9171716589135,2575.5603910308428,49928.55994199626
3005480.0,43208.31965722801,3361.297049180327,1395.9105514157968,47965.794366616974
3005481.0,21372.418689749906,2147.714438825601,1182.0322813500416,24702.165409925547
3005482.0,21235.001297668725,2513.588733763692,1291.701231343437,25040.291262775852
3005483.0,31088.824230208567,3124.1160700895607,1719.4120311215884,35932.352331419715
3005484.0,1380.7795447458684,155.7299657000312,51.779232927970064,1588.4848768319303
3005485.0,1458.900956937799,136.66076555023923,29.492822966507177,1625.1186602870814
3006001.0,37039.6155900985,3418.723834175424,1051.9386572178828,41510.27808149181
3006002.0,11588.928950644438,1069.6479157500987,329.1298293655412,12987.706695760078
3006005.0,27370.928714190537,1712.086875416389,1625.2588940706194,30708.609726848765
3006011.0,7214.48042140241,436.8550768417476,85.62051127138164,7737.001359362611
3006012.0,4899.062624916721,306.44268265600704,290.9015323117921,5496.466844326003
3006013.0,33856.94175266782,3124.965847460803,961.5495538330111,37943.45715396163
