PType_WZ,Date,int_kWh1,int_kWh5,int_kWh9,int_kWh13,int_kWh17,int_kWh21,int_kWh25,int_kWh29,int_kWh33,int_kWh37,int_kWh41,int_kWh45,int_kWh49,int_kWh53,int_kWh57,int_kWh61,int_kWh65,int_kWh69,int_kWh73,int_kWh77,int_kWh81,int_kWh85,int_kWh89,int_kWh93
BUSHIDG_COAST,2021-02-11,45.604,45.524,45.233999999999995,44.624,45.371,47.55200000000001,50.372,50.709,49.156,49.339,49.563,48.19999999999999,48.43300000000001,48.332,47.321000000000005,46.419000000000004,46.334,48.295,51.237,50.957,50.833,50.398,48.713,46.571
BUSHIDG_COAST,2021-02-12,45.829,45.807,45.693,45.128,45.872,48.104,51.272,52.032,50.276,50.321,50.571999999999996,49.302,49.419000000000004,49.163,48.101000000000006,47.517,47.577,49.62499999999999,52.361999999999995,52.301,52.284000000000006,51.425,50.378,48.503
BUSHIDG_COAST,2021-02-13,46.35,46.168,45.959999999999994,45.285,45.836,47.144000000000005,49.84700000000001,50.704,49.3,49.131,49.138000000000005,47.966,47.724999999999994,48.084,47.342,46.624,46.660000000000004,48.652,51.45,51.519999999999996,51.171,50.705000000000005,49.913,48.216
BUSHIDG_COAST,2021-02-14,46.449000000000005,46.349000000000004,46.289,45.651,46.369,47.455,49.998000000000005,50.595,49.355,48.620999999999995,48.382,46.649,46.439,46.620999999999995,45.947,45.457,45.611000000000004,47.616,50.286,50.321000000000005,50.056,49.709999999999994,49.059,47.538
BUSHIDG_COAST,2021-02-15,46.553000000000004,46.349999999999994,46.405,46.161,46.928,49.725,52.92,53.593999999999994,52.11000000000001,51.23,51.102999999999994,49.607,49.531,49.328,47.874,47.054,47.167,48.886,51.903,52.366,52.760999999999996,52.407,50.976,49.214
BUSHIDG_COAST,2021-02-16,46.398,46.455999999999996,46.562,46.145,46.81,49.251999999999995,52.672,52.791999999999994,51.713,50.967,50.887,49.638000000000005,49.923,50.108,48.653999999999996,48.415000000000006,48.761,50.017,53.233,53.67099999999999,53.9,53.297000000000004,52.149,50.219
BUSHIDG_COAST,2021-02-17,46.719,46.93300000000001,47.084,46.775999999999996,47.456,49.601,52.845,53.712,52.156,51.273999999999994,51.007,49.441,49.209,48.827,47.782000000000004,47.437,47.883,49.833,52.135,52.28,52.394,51.602,50.377,48.422999999999995
BUSHIDG_COAST,2021-02-18,46.552,46.592,46.5,46.198,46.869,49.214000000000006,52.266000000000005,52.67600000000001,51.41,50.79,50.81,49.476,49.396,49.265,48.001999999999995,47.449999999999996,47.459,49.144999999999996,51.907000000000004,52.102000000000004,52.197,51.538999999999994,50.223,48.354
BUSHIDG_COAST,2021-02-19,45.351,45.38,45.309,44.661,45.431000000000004,47.849,51.196,50.388000000000005,49.475,49.851,50.271,49.696999999999996,50.378,50.419000000000004,49.551,49.601,49.650000000000006,50.022,53.699,53.82000000000001,53.551,52.611,51.663,49.592
BUSHIDG_COAST,2021-02-20,45.607,45.333999999999996,45.103,44.452,45.099000000000004,46.637,48.821000000000005,47.991,47.525999999999996,48.232000000000006,48.776,48.394,48.442,48.943000000000005,48.56699999999999,48.206,47.973,48.656,51.688,52.095,51.567,50.873999999999995,49.99400000000001,48.127
BUSHIDG_COAST,2021-02-21,45.044,44.92699999999999,44.469,43.671,44.681999999999995,45.977000000000004,47.675,47.052,46.621,47.989000000000004,48.614000000000004,48.224000000000004,48.38399999999999,49.09700000000001,49.506,49.090999999999994,49.146,49.661,52.394,52.693000000000005,51.739999999999995,50.889,49.266,46.870000000000005
BUSHIDG_COAST,2021-02-22,45.327999999999996,45.142,44.641,43.958,44.988,47.64,50.163000000000004,48.102000000000004,47.778000000000006,49.355999999999995,50.162000000000006,50.043000000000006,50.991,50.807,50.812,50.421,49.991,49.759,53.377,52.924,52.05799999999999,51.461,49.242,46.592
BUSHIDG_COAST,2021-02-23,44.940999999999995,44.746,43.956,43.161,44.047,46.547,48.94199999999999,46.504999999999995,46.793,48.727000000000004,49.882000000000005,50.003,51.308,51.848000000000006,51.352999999999994,50.983,50.297,50.233000000000004,54.003,53.68,52.858000000000004,52.195,50.119,47.55
BUSHIDG_COAST,2021-02-24,46.014,46.028000000000006,45.622,45.153999999999996,46.153000000000006,48.571,51.351,50.291000000000004,50.449999999999996,52.272,53.803000000000004,53.897999999999996,54.971,55.448,54.835,54.352000000000004,53.601,53.884,56.838,56.39,55.499,54.586000000000006,52.168,49.41199999999999
BUSHIDG_COAST,2021-02-25,47.922,47.826,47.455999999999996,46.901,48.014,50.33,53.053,52.39,51.867999999999995,53.037,53.803000000000004,53.417,53.946,53.873999999999995,53.1,52.43,51.89,52.647999999999996,55.784000000000006,55.45399999999999,54.762,53.887,51.803,49.281000000000006
BUSHIDG_COAST,2021-02-26,47.504,47.323,46.878,46.309,47.416000000000004,49.6,52.4,51.814,51.678000000000004,53.693,55.092,55.176,56.108,56.324,55.868,55.596000000000004,55.012,55.533,58.205999999999996,57.816,56.892,55.46900000000001,53.567,51.039
BUSHIDG_COAST,2021-02-27,49.764,49.423,48.902,48.065,48.814,50.08,52.147,51.533,51.566,53.164,54.059,53.917,54.20100000000001,54.671,54.306,53.76599999999999,53.145,53.739,56.569,56.179,54.941,54.047,52.855000000000004,50.798
BUSHIDG_COAST,2021-02-28,50.261,49.988,49.583000000000006,48.91,49.92099999999999,51.376,52.605999999999995,51.995000000000005,52.072,53.131,54.161,54.313,54.656000000000006,55.236,55.730999999999995,55.403999999999996,54.923,55.06,57.980000000000004,57.824,56.652,55.69199999999999,53.712,51.496
BUSHIDG_EAST,2021-02-01,30.831,29.988,29.926000000000002,29.731,31.23,33.144999999999996,33.778999999999996,34.068,35.889,36.474000000000004,36.507000000000005,36.558,36.809,36.79,36.97,36.877,36.793,36.813,36.897000000000006,36.565,36.003,34.958,33.793,32.168
BUSHIDG_EAST,2021-02-02,31.424,30.959,30.698,30.497,31.877,34.019,34.746,35.217999999999996,36.718,37.144,37.263999999999996,37.229,37.259,37.54,37.370999999999995,37.083999999999996,36.961,37.104,37.111,36.759,36.32600000000001,35.189,34.367999999999995,32.582
BUSHIDG_EAST,2021-02-03,31.328,30.693,30.565,30.322,31.842,34.027,34.759,35.214,37.016,37.446,37.636,37.659,37.942,38.305,38.037,37.789,37.669000000000004,37.699000000000005,37.724999999999994,37.260000000000005,36.876,35.559000000000005,34.911,32.961
BUSHIDG_EAST,2021-02-04,31.020999999999997,30.616,30.116,30.115,31.581000000000003,33.765,34.651,35.57,37.254000000000005,37.821,38.055,38.29,38.59,38.572,38.483000000000004,37.849000000000004,37.593,37.529,37.467,36.935,36.899,35.824,34.606,32.279
BUSHIDG_EAST,2021-02-05,31.747000000000003,31.236,30.779,30.634999999999998,32.187,34.088,34.508,35.163000000000004,36.34,37.125,37.04899999999999,37.178000000000004,37.111000000000004,37.04,37.075,37.2,37.225,37.169,37.095,36.549,35.931,35.461,34.605,33.722
BUSHIDG_EAST,2021-02-06,31.897,30.791,30.376,30.332,31.648,33.294000000000004,33.739999999999995,33.807,34.156,34.618,34.620999999999995,34.452,34.635999999999996,34.602999999999994,34.589,34.701,34.934,35.521,35.76,35.594,35.431,34.582,33.730999999999995,32.967
BUSHIDG_EAST,2021-02-07,31.418,30.533,30.271,30.153,31.297,32.183,33.181,32.915,33.528999999999996,34.12,34.297,34.480000000000004,34.917,34.975,34.979,34.826,34.831,35.625,35.217,34.698,34.253,33.963,33.036,31.652
BUSHIDG_EAST,2021-02-08,31.087,30.062,30.087,29.846,31.363999999999997,33.432,34.346999999999994,34.74499999999999,36.78,37.321,37.426,37.349000000000004,37.669,37.765,37.791,37.589,37.535000000000004,37.443,37.775999999999996,37.466,37.007,35.845,34.655,32.760999999999996
BUSHIDG_EAST,2021-02-09,32.205,31.617,31.132,30.935,31.994999999999997,34.361,35.434,36.126000000000005,37.461999999999996,37.584,37.602,37.076,36.712,37.07,36.923,36.416,36.486000000000004,36.763999999999996,37.264,37.230000000000004,36.986,35.869,34.733999999999995,32.754000000000005
BUSHIDG_EAST,2021-02-10,31.955000000000002,31.628,31.079,30.957,32.064,34.226,35.155,35.813,36.93,37.099999999999994,37.084,36.653000000000006,36.15,36.331999999999994,36.304,35.938,35.966,36.336,36.578,36.566,36.144999999999996,35.22,33.959,32.283
BUSHIDG_EAST,2021-02-11,31.963,31.719,31.209,31.124,32.044,34.305,35.312,36.233000000000004,37.089999999999996,37.089,36.662,35.980999999999995,35.087,35.351,35.14,34.771,34.967,35.735,36.486000000000004,36.728,36.542,35.522,34.225,32.575
BUSHIDG_EAST,2021-02-12,31.847,31.672,31.333000000000002,31.284,32.436,34.5,35.308,36.515,37.087,37.648,36.967,36.638,35.727000000000004,35.744,35.391999999999996,35.42,35.63,36.201,36.978,36.908,36.586999999999996,36.159,35.025,34.241
BUSHIDG_EAST,2021-02-13,31.308,30.569000000000003,30.213,30.258,31.336,33.196,33.976,34.478,34.188,34.378,33.922,33.275999999999996,32.661,32.696,32.36,32.592,32.980999999999995,34.161,35.182,35.361000000000004,35.327,34.412,33.407999999999994,32.763999999999996
BUSHIDG_EAST,2021-02-14,31.377000000000002,30.717999999999996,30.081999999999997,30.097,30.652,31.742,33.199,33.458,33.465999999999994,33.828,33.564,33.021,32.399,32.337,31.649,31.359,31.574,32.745,33.431999999999995,33.375,33.465999999999994,33.27,32.128,30.972
BUSHIDG_EAST,2021-02-15,31.073,30.913,30.773,30.784,31.664,33.653999999999996,34.742999999999995,35.759,36.330999999999996,36.702000000000005,35.831,35.257000000000005,34.043,34.012,33.858999999999995,33.649,33.797,34.792,35.933,36.387,36.101,35.349999999999994,33.566,32.341
BUSHIDG_EAST,2021-02-16,30.782,30.898,30.927,30.918,32.175,34.221999999999994,35.093,36.16,36.996,37.33,36.613,36.352000000000004,35.504,35.767,35.114,35.089999999999996,35.145,36.147999999999996,36.901,36.983000000000004,36.736000000000004,35.58,34.587,33.214999999999996
BUSHIDG_EAST,2021-02-17,31.580000000000002,31.641,31.656,31.602000000000004,32.429,34.821,36.312,37.70700000000001,38.545,38.443,37.82600000000001,36.985,35.79900000000001,36.143,35.325,34.940999999999995,35.114,36.099,37.308,37.658,37.587,36.554,35.212,33.513000000000005
BUSHIDG_EAST,2021-02-18,31.414,31.494,31.409000000000002,31.378,32.378,34.586,35.816,37.015,37.941,37.912,37.431,36.774,35.765,35.971,35.370999999999995,35.153999999999996,35.284,36.159,36.976,37.205,36.939,35.955,34.648999999999994,33.096
BUSHIDG_EAST,2021-02-19,31.291999999999998,31.116999999999997,31.014999999999997,30.961,32.417,34.371,34.965,36.00300000000001,36.755,37.789,37.192,37.33,36.772999999999996,36.832,36.364,36.562999999999995,36.565,36.965,37.545,37.182,36.714,36.132,35.340999999999994,34.578
BUSHIDG_EAST,2021-02-20,30.345,29.905,30.294999999999998,30.308,31.681,33.605,34.074,34.330999999999996,33.971999999999994,34.287,34.147,33.939,33.88,34.403,34.504,34.887,34.989000000000004,36.099000000000004,36.8,37.003,36.457,35.283,34.349000000000004,33.458999999999996
BUSHIDG_EAST,2021-02-21,31.281,30.45,30.651999999999997,30.514,31.680999999999997,32.866,34.024,33.862,34.293,34.9,34.945,35.117000000000004,35.505,35.95,36.058,36.0,35.986,37.091,37.067,36.602000000000004,35.948,35.338,34.467,32.754
BUSHIDG_EAST,2021-02-22,30.923000000000002,29.778,29.857999999999997,29.637,31.299,33.345,34.059,34.3,36.5,37.376999999999995,37.544,37.722,38.253,38.398,38.435,38.391999999999996,38.241,38.037000000000006,38.359,37.871,37.293,35.921,34.987,33.027
BUSHIDG_EAST,2021-02-23,31.293,30.484,30.322,30.107,31.891000000000002,33.986,34.518,34.748,36.935,37.602,38.068000000000005,38.32,38.946,39.25,39.134,39.131,38.932,38.693,38.479,37.79,37.138000000000005,35.647999999999996,35.15899999999999,33.129999999999995
BUSHIDG_EAST,2021-02-24,31.129,30.567999999999998,30.215,30.177999999999997,31.775,34.144000000000005,34.989000000000004,35.47,37.186,38.082,38.622,38.973,39.541,39.846,40.344,40.358000000000004,40.119,39.893,39.59,38.671,37.942,36.716,35.625,33.564
BUSHIDG_EAST,2021-02-25,32.285999999999994,31.505,30.952,30.755000000000003,31.968,34.306,35.127,35.56100000000001,37.215,37.586,37.864000000000004,37.548,37.508,37.827999999999996,37.856,37.518,37.498000000000005,37.509,37.799,37.561,37.092,35.807,34.885,32.785
BUSHIDG_EAST,2021-02-26,32.019,31.214,30.886000000000003,30.72,32.302,34.405,34.938,35.67700000000001,37.401,38.07,38.147,38.104,38.223000000000006,38.230000000000004,38.13,38.370999999999995,38.487,38.284000000000006,38.498000000000005,37.905,37.282999999999994,36.482,35.803,34.541
BUSHIDG_EAST,2021-02-27,33.257999999999996,32.213,31.561000000000003,31.561,32.982,35.316,35.836,35.856,36.154,36.863,37.372,37.016000000000005,37.566,37.833,38.126999999999995,38.754,38.992,39.255,39.864000000000004,39.43599999999999,39.247,37.792,36.761,35.235
BUSHIDG_EAST,2021-02-28,35.075,34.031,33.495,33.476000000000006,34.434,35.649,36.431,36.04899999999999,36.312,37.772,38.443000000000005,38.734,39.244,39.791,39.485,39.144,39.129000000000005,40.025,39.647000000000006,38.790000000000006,38.367999999999995,37.885999999999996,37.961,36.076
BUSHIDG_FWEST,2021-02-01,31.77,31.62,31.649,31.544,31.42,31.563000000000002,31.929,31.936999999999998,31.847,32.288,32.632,32.751,32.694,32.821,33.153999999999996,33.538,33.588,34.047000000000004,33.996,33.62,33.568,33.42099999999999,33.122,32.751
BUSHIDG_FWEST,2021-02-02,32.15,31.712,31.746,31.695999999999998,31.859,31.823,32.144999999999996,32.31,32.288,32.448,32.343999999999994,32.355000000000004,32.46,32.806,33.329,33.643,33.979,34.2,34.217999999999996,33.845,33.456,33.144999999999996,33.012,32.417
BUSHIDG_FWEST,2021-02-03,32.719,32.373999999999995,32.354,32.467999999999996,32.485,32.471,32.84,33.053000000000004,33.369,33.405,33.626000000000005,33.775999999999996,33.884,34.393,34.815,34.751999999999995,34.771,35.043,34.882,34.158,34.028000000000006,33.907999999999994,33.576,32.844
BUSHIDG_FWEST,2021-02-04,32.558,32.228,31.871000000000002,31.854,32.291,32.285,32.486000000000004,32.655,32.56,32.629000000000005,32.423,32.716,33.004,33.318,33.781000000000006,33.854,33.842,33.772999999999996,34.025999999999996,33.697,33.357,33.212999999999994,33.022999999999996,32.333
BUSHIDG_FWEST,2021-02-05,32.506,32.311,32.712,32.531000000000006,32.404,31.887,32.299,32.562000000000005,32.281,32.586,33.001000000000005,32.683,32.678000000000004,33.062,34.144999999999996,34.267,34.488,34.527,34.165,34.196999999999996,34.084,33.632999999999996,33.422,32.969
BUSHIDG_FWEST,2021-02-06,32.212,32.111999999999995,32.142,32.009,32.234,32.391999999999996,32.839000000000006,32.794,32.839000000000006,33.26,33.038999999999994,33.080999999999996,33.31,33.289,33.626999999999995,33.801,33.73,33.762,33.545,33.027,32.872,32.729,32.787,32.53
BUSHIDG_FWEST,2021-02-07,31.459,31.273,31.447,31.410999999999998,31.64,31.854000000000003,32.253,32.050000000000004,32.074,32.721,32.589,32.608000000000004,33.238,33.522999999999996,33.809999999999995,33.943,33.971000000000004,33.58200000000001,33.409,33.22,33.05,32.299,32.428000000000004,32.144000000000005
BUSHIDG_FWEST,2021-02-08,31.59,31.243000000000002,31.381,31.334000000000003,31.39,31.516000000000002,31.862000000000002,31.899,31.762999999999998,32.197,32.326,32.508,32.571,33.073,33.525,33.867999999999995,34.051,34.433,34.213,33.734,33.532,33.245999999999995,32.99,32.473
BUSHIDG_FWEST,2021-02-09,32.158,32.004,32.212,31.973999999999997,31.863,31.735,32.098,32.304,32.31399999999999,32.5,32.553,32.437,32.438,32.647000000000006,33.385999999999996,33.489,33.736000000000004,33.927,33.951,33.801,33.54,33.076,32.984,32.607
BUSHIDG_FWEST,2021-02-10,31.886000000000003,31.871,31.369,31.25,31.548,31.412,31.744999999999997,31.951999999999998,32.114999999999995,32.019,31.898999999999997,31.698999999999998,31.916,32.26,32.341,32.177,32.117,32.062,32.659000000000006,32.655,32.557,32.268,32.318,32.025000000000006
BUSHIDG_FWEST,2021-02-11,31.327,31.308,31.032,30.887,30.8,30.860999999999997,31.396,31.411,31.369,31.498,31.509999999999998,31.203,30.903,30.857000000000003,30.923000000000002,30.894000000000002,30.966,31.586,32.354,32.182,32.107,31.808999999999997,31.644999999999996,31.312
BUSHIDG_FWEST,2021-02-12,31.167,31.107999999999997,30.767,30.769000000000002,30.622,30.423,31.144,31.135,30.812,31.115000000000002,31.468,30.899,30.532000000000004,30.495000000000005,30.454,30.585,30.592,31.243,31.872000000000003,31.778,31.909,31.730999999999998,31.409,31.116
BUSHIDG_FWEST,2021-02-13,30.497,30.615,30.259000000000004,30.196,30.221,30.598999999999997,31.31,30.935,30.898,31.192999999999998,30.916000000000004,30.41,30.052,29.761,29.522999999999996,29.619,29.846,30.604000000000003,30.974,30.34,30.439999999999998,30.548,30.534,30.442999999999998
BUSHIDG_FWEST,2021-02-14,29.727,29.931,29.445,29.526,29.475,29.938,30.509999999999998,29.820999999999998,29.814999999999998,30.268,30.143,29.360999999999997,29.037,28.787,28.431,28.36,28.732,29.525,30.07,29.605,29.886,29.767,29.572000000000003,29.605
BUSHIDG_FWEST,2021-02-15,29.479000000000003,29.547,29.238,29.179000000000002,28.823,29.143,29.927999999999997,29.688,29.640000000000004,30.012999999999998,30.291,29.718,29.064,29.002000000000002,28.411,28.573999999999998,28.662999999999997,29.934,30.85,30.543,30.750999999999998,30.523,30.279,30.164
BUSHIDG_FWEST,2021-02-16,30.218999999999998,30.041,29.78,29.772,29.447,29.680000000000003,30.501,30.362,30.314,30.615,30.641999999999996,30.057,29.478,29.288,28.869,29.217999999999996,29.547000000000004,30.707,31.585,31.181,31.101,30.835,30.601,30.363999999999997
BUSHIDG_FWEST,2021-02-17,30.538,30.373,29.894,29.921999999999997,29.841,30.016,30.75,30.675,30.689,30.867000000000004,30.781,30.279,29.933,29.928,29.436,29.657,29.862000000000002,30.724,31.645,31.306000000000004,31.226999999999997,30.994,30.840000000000003,30.587
BUSHIDG_FWEST,2021-02-18,30.415,30.351,30.026000000000003,29.954,29.814,29.954,30.677,30.598,30.591,30.722,30.635,30.04,29.556,29.607999999999997,29.312,29.295,29.508,30.451,31.444,31.215,31.163,30.789,30.666,30.386
BUSHIDG_FWEST,2021-02-19,30.409,30.208000000000002,30.473999999999997,30.418,29.953000000000003,29.666,30.546,30.576999999999998,30.369999999999997,30.789,31.153,30.234,29.748000000000005,29.989,30.179000000000002,30.498,30.973999999999997,31.823,31.993000000000002,31.877,31.887,31.361,31.169999999999998,31.002
BUSHIDG_FWEST,2021-02-20,30.854000000000003,30.625,30.520999999999997,30.491999999999997,30.558,30.947,31.918999999999997,31.797,31.671000000000003,32.232,31.848,31.854,32.007,31.979,31.644000000000002,32.206,32.223,32.422,32.496,31.852000000000004,31.625,31.399,31.622999999999998,31.355999999999998
BUSHIDG_FWEST,2021-02-21,31.295,31.084999999999997,30.912,31.065,31.162,31.516000000000002,32.099,31.740000000000002,31.757,32.55500000000001,32.349000000000004,32.187999999999995,32.548,32.702,32.546,32.831,32.871,32.952000000000005,32.921,32.411,32.33,31.866,31.761,31.63
BUSHIDG_FWEST,2021-02-22,31.259999999999998,31.053,31.333000000000002,31.216,30.968,31.121,31.685,31.665000000000003,31.527,32.065,32.223,32.153,31.999000000000002,32.439,32.831,33.085,33.322,33.949,33.826,33.403999999999996,33.275,32.813,32.558,32.233000000000004
BUSHIDG_FWEST,2021-02-23,31.658,31.339000000000002,31.608999999999998,31.486,31.188000000000002,31.220000000000002,31.784,31.901,31.776,32.254,32.261,32.256,32.236,32.331,32.947,33.381,33.716,34.076,33.906,33.474999999999994,33.12,32.693,32.428000000000004,32.092
BUSHIDG_FWEST,2021-02-24,31.945999999999998,31.695,31.686,31.596,31.453000000000003,31.534,32.062,32.149,31.967999999999996,32.387,32.325,32.438,32.456,32.510000000000005,32.995000000000005,33.272,33.405,33.7,33.781000000000006,33.362,33.057,32.732,32.423,32.03
BUSHIDG_FWEST,2021-02-25,32.039,31.958000000000002,31.703,31.592,31.556,31.632,32.147999999999996,32.213,32.068,32.345,32.242000000000004,32.278,32.265,32.318,32.638999999999996,32.635000000000005,32.59,32.855999999999995,33.28699999999999,33.009,32.819,32.52,32.260000000000005,31.881999999999998
BUSHIDG_FWEST,2021-02-26,31.834000000000003,31.576999999999998,31.851000000000003,31.796,31.572,31.154000000000003,31.826,32.032999999999994,31.768,32.229,32.495,32.073,32.129999999999995,32.61,33.298,33.56699999999999,33.839,33.941,33.580999999999996,33.471,33.339,32.836,32.616,32.352000000000004
BUSHIDG_FWEST,2021-02-27,31.392,31.192,31.247,31.163000000000004,31.284,31.498,32.259,32.301,32.263,32.903999999999996,32.538,32.765,33.209,33.356,33.472,33.827,33.603,33.402,33.105,32.552,32.272999999999996,31.931,32.087999999999994,31.881
BUSHIDG_FWEST,2021-02-28,31.61,31.416999999999998,31.384,31.564,31.845,32.181,32.399,31.883,31.962000000000003,32.699000000000005,32.446,32.129,32.546,32.80200000000001,33.007000000000005,32.794999999999995,33.041,33.235,33.149,32.647000000000006,32.599000000000004,31.974000000000004,31.582,31.517999999999997
BUSHIDG_NCENT,2021-02-01,51.557,51.34700000000001,51.587,52.268,53.721000000000004,55.216,60.60900000000001,61.531000000000006,60.550000000000004,60.584,60.50999999999999,59.943999999999996,59.998999999999995,60.05,59.961,59.632000000000005,59.066,59.001999999999995,62.507999999999996,62.035,60.799,59.183,56.882,54.077
BUSHIDG_NCENT,2021-02-02,51.934,51.641,51.903,52.131,53.287,54.823,59.636,60.69199999999999,59.629999999999995,59.471000000000004,59.343,58.949999999999996,59.272999999999996,59.707,59.897999999999996,59.746,59.516000000000005,59.763000000000005,62.461999999999996,62.077,60.793000000000006,58.907999999999994,56.211000000000006,53.508
BUSHIDG_NCENT,2021-02-03,52.56100000000001,52.31,52.584,52.735,53.919,55.491,60.372,61.309000000000005,60.339999999999996,60.35000000000001,60.456,60.496,61.239000000000004,62.005,62.396,62.516000000000005,62.614000000000004,62.668,65.065,64.519,62.93900000000001,60.84,57.772999999999996,54.536
BUSHIDG_NCENT,2021-02-04,53.269,52.615,52.503,52.473000000000006,53.225,54.594,59.888999999999996,61.858,61.947,61.693,62.223,62.209999999999994,62.199000000000005,62.649,62.802,62.65,62.233,62.099,64.06,63.51499999999999,62.126000000000005,60.411,57.914,55.461999999999996
BUSHIDG_NCENT,2021-02-05,53.152,52.89000000000001,53.143,53.374,54.548,55.943,60.53,61.952,60.77,60.553,60.242000000000004,59.696000000000005,59.493,59.658,59.464,59.105000000000004,58.715,59.115,62.368,61.803999999999995,60.558,59.260999999999996,56.584999999999994,54.322
BUSHIDG_NCENT,2021-02-06,53.24400000000001,53.08,53.138999999999996,53.363,54.019,54.881,57.763999999999996,59.316,57.708999999999996,58.221999999999994,58.414,57.783,57.915,57.759,57.273,56.09,54.617,55.629000000000005,58.506,58.018,57.496,56.512,54.667,53.723
BUSHIDG_NCENT,2021-02-07,52.149,52.132999999999996,52.63999999999999,52.902,54.056,54.948,57.818,57.906,56.092000000000006,56.071999999999996,55.955000000000005,55.495999999999995,56.089999999999996,56.652,56.264,55.812000000000005,54.967,55.870999999999995,58.904,58.37,57.222,55.567,53.381,51.89699999999999
BUSHIDG_NCENT,2021-02-08,51.75000000000001,51.358999999999995,51.501,51.870999999999995,52.983999999999995,54.314,59.73899999999999,60.877,60.922,60.624,60.784000000000006,60.403999999999996,60.482,60.635000000000005,60.601000000000006,60.28699999999999,59.635999999999996,59.257,61.978,61.633,60.412000000000006,58.97200000000001,56.712999999999994,54.256
BUSHIDG_NCENT,2021-02-09,54.751999999999995,54.413,54.711,55.013000000000005,56.361,57.958,62.754000000000005,64.506,64.018,63.586,62.43,60.888999999999996,60.035999999999994,59.635,59.17100000000001,58.657000000000004,59.179,60.241,62.929,63.153,62.391,61.03,59.114999999999995,56.99
BUSHIDG_NCENT,2021-02-10,56.022999999999996,55.675,56.074999999999996,56.291000000000004,57.67999999999999,59.323,64.108,66.00399999999999,65.78,65.025,63.476,61.559000000000005,60.408,59.777,59.178,58.524,59.079,60.34,62.954,63.363,62.716,61.523999999999994,59.844,57.989000000000004
