ts,res,bus,oth
2021-02-01 00:00:00,0.3651,0.2228,0.4121
2021-02-01 01:00:00,0.3967,0.2032,0.4001
2021-02-01 02:00:00,0.3841,0.2056,0.4103
2021-02-01 03:00:00,0.3904,0.201,0.4086
2021-02-01 04:00:00,0.4009,0.2386,0.3605
2021-02-01 05:00:00,0.432,0.2878,0.2802
2021-02-01 06:00:00,0.4959,0.3198,0.1844
2021-02-01 07:00:00,0.4893,0.397,0.1137
2021-02-01 08:00:00,0.3813,0.529,0.0897
2021-02-01 09:00:00,0.2565,0.6416,0.1019
2021-02-01 10:00:00,0.152,0.7352,0.1127
2021-02-01 11:00:00,0.1267,0.7594,0.1138
2021-02-01 12:00:00,0.119,0.767,0.114
2021-02-01 13:00:00,0.0838,0.7989,0.1174
2021-02-01 14:00:00,0.0707,0.8113,0.118
2021-02-01 15:00:00,0.0619,0.8178,0.1203
2021-02-01 16:00:00,0.1486,0.7373,0.1141
2021-02-01 17:00:00,0.3064,0.5894,0.1042
2021-02-01 18:00:00,0.3829,0.4604,0.1567
2021-02-01 19:00:00,0.4237,0.4121,0.1643
2021-02-01 20:00:00,0.4582,0.3809,0.1609
2021-02-01 21:00:00,0.4672,0.365,0.1679
2021-02-01 22:00:00,0.4392,0.3658,0.195
2021-02-01 23:00:00,0.3771,0.3857,0.2372
2021-02-02 00:00:00,0.3762,0.3575,0.2663
2021-02-02 01:00:00,0.399,0.3322,0.2688
2021-02-02 02:00:00,0.4044,0.3189,0.2767
2021-02-02 03:00:00,0.4125,0.307,0.2805
2021-02-02 04:00:00,0.428,0.3087,0.2633
2021-02-02 05:00:00,0.4541,0.3271,0.2188
2021-02-02 06:00:00,0.5071,0.3332,0.1597
2021-02-02 07:00:00,0.5003,0.3974,0.1023
2021-02-02 08:00:00,0.396,0.5207,0.0832
2021-02-02 09:00:00,0.2767,0.6278,0.0955
2021-02-02 10:00:00,0.1715,0.722,0.1065
2021-02-02 11:00:00,0.1366,0.7531,0.1103
2021-02-02 12:00:00,0.1101,0.7769,0.113
2021-02-02 13:00:00,0.0604,0.8221,0.1174
2021-02-02 14:00:00,0.0435,0.838,0.1185
2021-02-02 15:00:00,0.0402,0.8382,0.1215
2021-02-02 16:00:00,0.1219,0.7612,0.1169
2021-02-02 17:00:00,0.2892,0.6047,0.1061
2021-02-02 18:00:00,0.3522,0.4872,0.1606
2021-02-02 19:00:00,0.387,0.439,0.1739
2021-02-02 20:00:00,0.4232,0.4054,0.1714
2021-02-02 21:00:00,0.4402,0.3821,0.1777
