ts,res,bus,oth
2021-02-01 00:00:00,0.3549,0.1344,0.5107
2021-02-01 01:00:00,0.3474,0.1287,0.5238
2021-02-01 02:00:00,0.3666,0.1248,0.5086
2021-02-01 03:00:00,0.3929,0.1188,0.4884
2021-02-01 04:00:00,0.4107,0.1473,0.442
2021-02-01 05:00:00,0.4564,0.1776,0.366
2021-02-01 06:00:00,0.4847,0.2204,0.2949
2021-02-01 07:00:00,0.5138,0.2792,0.207
2021-02-01 08:00:00,0.4646,0.3915,0.1439
2021-02-01 09:00:00,0.3419,0.4899,0.1683
2021-02-01 10:00:00,0.2767,0.5426,0.1807
2021-02-01 11:00:00,0.1917,0.609,0.1993
2021-02-01 12:00:00,0.1408,0.6482,0.2111
2021-02-01 13:00:00,0.0782,0.698,0.2239
2021-02-01 14:00:00,0.0694,0.7043,0.2262
2021-02-01 15:00:00,0.0562,0.7118,0.232
2021-02-01 16:00:00,0.1425,0.6402,0.2173
2021-02-01 17:00:00,0.2957,0.5085,0.1958
2021-02-01 18:00:00,0.3274,0.3855,0.2871
2021-02-01 19:00:00,0.3596,0.3356,0.3048
2021-02-01 20:00:00,0.3744,0.3185,0.3071
2021-02-01 21:00:00,0.403,0.2915,0.3055
2021-02-01 22:00:00,0.3793,0.2827,0.338
2021-02-01 23:00:00,0.341,0.283,0.376
2021-02-02 00:00:00,0.2936,0.2762,0.4302
2021-02-02 01:00:00,0.2946,0.2617,0.4437
2021-02-02 02:00:00,0.3069,0.2459,0.4472
2021-02-02 03:00:00,0.3255,0.231,0.4435
2021-02-02 04:00:00,0.3422,0.2368,0.4211
2021-02-02 05:00:00,0.3822,0.252,0.3659
2021-02-02 06:00:00,0.4205,0.2725,0.307
2021-02-02 07:00:00,0.4597,0.3215,0.2188
2021-02-02 08:00:00,0.3927,0.4491,0.1582
2021-02-02 09:00:00,0.2753,0.5432,0.1815
2021-02-02 10:00:00,0.2026,0.6027,0.1947
2021-02-02 11:00:00,0.1498,0.6438,0.2064
2021-02-02 12:00:00,0.1144,0.6716,0.214
2021-02-02 13:00:00,0.0465,0.7264,0.227
2021-02-02 14:00:00,0.0247,0.7441,0.2312
2021-02-02 15:00:00,0.03,0.7361,0.2339
2021-02-02 16:00:00,0.0864,0.6846,0.2289
2021-02-02 17:00:00,0.2404,0.5506,0.209
2021-02-02 18:00:00,0.2886,0.4134,0.298
2021-02-02 19:00:00,0.3104,0.3627,0.3269
2021-02-02 20:00:00,0.3367,0.3375,0.3259
2021-02-02 21:00:00,0.347,0.3172,0.3358
2021-02-02 22:00:00,0.3318,0.304,0.3643
2021-02-02 23:00:00,0.2877,0.3004,0.4119
2021-02-03 00:00:00,0.1147,0.3402,0.545
2021-02-03 01:00:00,0.1193,0.3198,0.5609
2021-02-03 02:00:00,0.122,0.3041,0.5738
2021-02-03 03:00:00,0.1462,0.2842,0.5696
2021-02-03 04:00:00,0.1589,0.2945,0.5466
2021-02-03 05:00:00,0.2271,0.3083,0.4645
2021-02-03 06:00:00,0.2939,0.3262,0.3799
2021-02-03 07:00:00,0.3457,0.3859,0.2684
2021-02-03 08:00:00,0.2917,0.5202,0.1881
2021-02-03 09:00:00,0.1588,0.6283,0.2128
2021-02-03 10:00:00,0.1015,0.6782,0.2203
2021-02-03 11:00:00,0.0795,0.6976,0.2228
2021-02-03 12:00:00,0.0487,0.7235,0.2278
2021-02-03 13:00:00,0.0312,0.7412,0.2276
2021-02-03 14:00:00,0.041,0.7354,0.2236
2021-02-03 15:00:00,0.0667,0.7126,0.2207
2021-02-03 16:00:00,0.1285,0.6573,0.2142
2021-02-03 17:00:00,0.2768,0.5277,0.1955
2021-02-03 18:00:00,0.29,0.4162,0.2938
2021-02-03 19:00:00,0.3023,0.37,0.3277
2021-02-03 20:00:00,0.3162,0.3508,0.333
2021-02-03 21:00:00,0.3087,0.3385,0.3528
2021-02-03 22:00:00,0.2698,0.3351,0.3951
2021-02-03 23:00:00,0.2135,0.3349,0.4516
2021-02-04 00:00:00,0.1645,0.3268,0.5087
2021-02-04 01:00:00,0.1345,0.3203,0.5452
2021-02-04 02:00:00,0.133,0.3057,0.5612
2021-02-04 03:00:00,0.1455,0.2907,0.5639
2021-02-04 04:00:00,0.1533,0.3014,0.5453
2021-02-04 05:00:00,0.22,0.3146,0.4654
2021-02-04 06:00:00,0.2789,0.3367,0.3844
2021-02-04 07:00:00,0.3358,0.3983,0.2659
2021-02-04 08:00:00,0.2725,0.5378,0.1897
2021-02-04 09:00:00,0.1728,0.6205,0.2066
2021-02-04 10:00:00,0.1301,0.659,0.2109
2021-02-04 11:00:00,0.1086,0.6768,0.2146
2021-02-04 12:00:00,0.1034,0.682,0.2147
2021-02-04 13:00:00,0.0516,0.7247,0.2237
2021-02-04 14:00:00,0.0367,0.7366,0.2267
2021-02-04 15:00:00,0.0547,0.7186,0.2267
2021-02-04 16:00:00,0.1234,0.6574,0.2192
2021-02-04 17:00:00,0.2706,0.5298,0.1995
2021-02-04 18:00:00,0.3151,0.4001,0.2848
2021-02-04 19:00:00,0.3341,0.3508,0.315
2021-02-04 20:00:00,0.3629,0.3248,0.3123
2021-02-04 21:00:00,0.374,0.3046,0.3214
2021-02-04 22:00:00,0.3509,0.2958,0.3533
2021-02-04 23:00:00,0.3122,0.291,0.3969
2021-02-05 00:00:00,0.2115,0.32,0.4685
2021-02-05 01:00:00,0.198,0.3103,0.4917
2021-02-05 02:00:00,0.2159,0.2868,0.4974
2021-02-05 03:00:00,0.2317,0.2696,0.4987
2021-02-05 04:00:00,0.2625,0.268,0.4695
2021-02-05 05:00:00,0.3067,0.2866,0.4067
2021-02-05 06:00:00,0.3793,0.2968,0.3238
2021-02-05 07:00:00,0.4217,0.3513,0.227
2021-02-05 08:00:00,0.3619,0.4719,0.1662
2021-02-05 09:00:00,0.2529,0.5598,0.1873
2021-02-05 10:00:00,0.1882,0.6148,0.197
2021-02-05 11:00:00,0.1336,0.6562,0.2103
2021-02-05 12:00:00,0.0984,0.6841,0.2176
2021-02-05 13:00:00,0.0521,0.7196,0.2283
2021-02-05 14:00:00,0.0259,0.7357,0.2384
2021-02-05 15:00:00,0.0282,0.7281,0.2437
2021-02-05 16:00:00,0.0794,0.6812,0.2394
2021-02-05 17:00:00,0.2155,0.5633,0.2212
2021-02-05 18:00:00,0.2651,0.4165,0.3184
2021-02-05 19:00:00,0.2764,0.3635,0.3601
2021-02-05 20:00:00,0.2853,0.347,0.3678
2021-02-05 21:00:00,0.298,0.3246,0.3774
2021-02-05 22:00:00,0.3043,0.2942,0.4015
2021-02-05 23:00:00,0.2947,0.2582,0.447
2021-02-06 00:00:00,0.3268,0.1988,0.4744
2021-02-06 01:00:00,0.3173,0.1817,0.5011
2021-02-06 02:00:00,0.3235,0.1637,0.5128
2021-02-06 03:00:00,0.3323,0.1421,0.5256
2021-02-06 04:00:00,0.3583,0.1288,0.5129
2021-02-06 05:00:00,0.3895,0.138,0.4725
2021-02-06 06:00:00,0.4188,0.1586,0.4226
2021-02-06 07:00:00,0.5039,0.1835,0.3126
2021-02-06 08:00:00,0.5609,0.2304,0.2086
2021-02-06 09:00:00,0.4782,0.2817,0.24
2021-02-06 10:00:00,0.4131,0.3219,0.265
2021-02-06 11:00:00,0.3288,0.3651,0.3062
2021-02-06 12:00:00,0.2947,0.3772,0.3281
2021-02-06 13:00:00,0.2214,0.4163,0.3623
2021-02-06 14:00:00,0.2002,0.4258,0.374
2021-02-06 15:00:00,0.1974,0.4198,0.3828
2021-02-06 16:00:00,0.2414,0.3916,0.3669
2021-02-06 17:00:00,0.3814,0.3136,0.3049
2021-02-06 18:00:00,0.3528,0.244,0.4032
2021-02-06 19:00:00,0.3696,0.2008,0.4296
2021-02-06 20:00:00,0.3817,0.1838,0.4345
2021-02-06 21:00:00,0.3926,0.1613,0.4461
2021-02-06 22:00:00,0.4055,0.1274,0.4671
2021-02-06 23:00:00,0.3964,0.096,0.5076
2021-02-07 00:00:00,0.4309,0.036,0.5331
2021-02-07 01:00:00,0.4236,0.0253,0.5511
2021-02-07 02:00:00,0.4274,0.0169,0.5557
2021-02-07 03:00:00,0.4377,0.0082,0.5541
2021-02-07 04:00:00,0.4627,0.0107,0.5266
2021-02-07 05:00:00,0.4826,0.0219,0.4955
2021-02-07 06:00:00,0.5175,0.0429,0.4396
2021-02-07 07:00:00,0.6234,0.0481,0.3284
2021-02-07 08:00:00,0.7178,0.056,0.2262
2021-02-07 09:00:00,0.6587,0.073,0.2684
2021-02-07 10:00:00,0.5631,0.1137,0.3232
2021-02-07 11:00:00,0.4417,0.1669,0.3914
2021-02-07 12:00:00,0.3747,0.2017,0.4236
2021-02-07 13:00:00,0.3096,0.2367,0.4537
2021-02-07 14:00:00,0.2407,0.2702,0.4891
2021-02-07 15:00:00,0.2395,0.2815,0.479
2021-02-07 16:00:00,0.2509,0.2971,0.452
2021-02-07 17:00:00,0.4133,0.2328,0.3539
2021-02-07 18:00:00,0.3988,0.1657,0.4356
2021-02-07 19:00:00,0.419,0.1281,0.4529
2021-02-07 20:00:00,0.4235,0.1178,0.4587
2021-02-07 21:00:00,0.4229,0.1126,0.4644
2021-02-07 22:00:00,0.4078,0.1091,0.4831
2021-02-07 23:00:00,0.3392,0.1216,0.5391
2021-02-08 00:00:00,0.2892,0.1478,0.563
2021-02-08 01:00:00,0.2644,0.1442,0.5914
2021-02-08 02:00:00,0.2629,0.1434,0.5937
2021-02-08 03:00:00,0.2754,0.1393,0.5853
2021-02-08 04:00:00,0.2766,0.1782,0.5453
2021-02-08 05:00:00,0.3357,0.2137,0.4506
2021-02-08 06:00:00,0.3673,0.2678,0.3649
2021-02-08 07:00:00,0.4117,0.3456,0.2427
2021-02-08 08:00:00,0.3588,0.4677,0.1735
2021-02-08 09:00:00,0.2449,0.561,0.1942
2021-02-08 10:00:00,0.1917,0.6062,0.2021
2021-02-08 11:00:00,0.1422,0.6462,0.2117
2021-02-08 12:00:00,0.1128,0.6695,0.2178
2021-02-08 13:00:00,0.0544,0.7162,0.2294
2021-02-08 14:00:00,0.0415,0.7256,0.2328
2021-02-08 15:00:00,0.0438,0.7209,0.2353
2021-02-08 16:00:00,0.1131,0.6612,0.2257
2021-02-08 17:00:00,0.2621,0.5361,0.2018
2021-02-08 18:00:00,0.3141,0.4002,0.2858
2021-02-08 19:00:00,0.3363,0.3468,0.3169
2021-02-08 20:00:00,0.3567,0.3263,0.3169
2021-02-08 21:00:00,0.3831,0.3001,0.3167
2021-02-08 22:00:00,0.3545,0.2925,0.353
2021-02-08 23:00:00,0.3056,0.2965,0.3979
2021-02-09 00:00:00,0.3495,0.2574,0.3931
2021-02-09 01:00:00,0.3504,0.2443,0.4053
2021-02-09 02:00:00,0.3591,0.2308,0.41
2021-02-09 03:00:00,0.3836,0.2146,0.4018
2021-02-09 04:00:00,0.3918,0.2219,0.3864
2021-02-09 05:00:00,0.4343,0.2328,0.3329
2021-02-09 06:00:00,0.4744,0.2497,0.2759
2021-02-09 07:00:00,0.5217,0.2956,0.1827
2021-02-09 08:00:00,0.4863,0.3819,0.1318
2021-02-09 09:00:00,0.4245,0.4333,0.1422
2021-02-09 10:00:00,0.382,0.4685,0.1495
2021-02-09 11:00:00,0.3411,0.4998,0.1591
2021-02-09 12:00:00,0.3098,0.5235,0.1667
2021-02-09 13:00:00,0.2594,0.5637,0.1769
2021-02-09 14:00:00,0.2423,0.5767,0.181
2021-02-09 15:00:00,0.2725,0.5505,0.177
2021-02-09 16:00:00,0.3364,0.4956,0.168
2021-02-09 17:00:00,0.4519,0.3994,0.1487
2021-02-09 18:00:00,0.4668,0.3152,0.218
2021-02-09 19:00:00,0.4754,0.2757,0.249
2021-02-09 20:00:00,0.4857,0.2618,0.2525
2021-02-09 21:00:00,0.4968,0.245,0.2582
2021-02-09 22:00:00,0.4974,0.2301,0.2725
2021-02-09 23:00:00,0.4667,0.2278,0.3055
2021-02-10 00:00:00,0.4249,0.2305,0.3446
2021-02-10 01:00:00,0.4337,0.2162,0.3501
2021-02-10 02:00:00,0.4371,0.2065,0.3564
2021-02-10 03:00:00,0.4574,0.193,0.3496
2021-02-10 04:00:00,0.4567,0.2019,0.3415
2021-02-10 05:00:00,0.48,0.2173,0.3027
2021-02-10 06:00:00,0.4987,0.241,0.2603
2021-02-10 07:00:00,0.5449,0.2848,0.1703
2021-02-10 08:00:00,0.5232,0.3561,0.1207
2021-02-10 09:00:00,0.479,0.3938,0.1272
2021-02-10 10:00:00,0.4398,0.426,0.1342
2021-02-10 11:00:00,0.4181,0.4425,0.1393
2021-02-10 12:00:00,0.4096,0.4486,0.1418
2021-02-10 13:00:00,0.3722,0.4784,0.1494
2021-02-10 14:00:00,0.355,0.491,0.154
2021-02-10 15:00:00,0.3852,0.4649,0.1498
2021-02-10 16:00:00,0.4462,0.4129,0.1408
2021-02-10 17:00:00,0.542,0.3338,0.1243
2021-02-10 18:00:00,0.5437,0.271,0.1853
2021-02-10 19:00:00,0.5428,0.2408,0.2163
2021-02-10 20:00:00,0.5514,0.2293,0.2193
2021-02-10 21:00:00,0.5589,0.216,0.2251
2021-02-10 22:00:00,0.5619,0.2021,0.236
2021-02-10 23:00:00,0.5409,0.1986,0.2606
2021-02-11 00:00:00,0.5187,0.1947,0.2866
2021-02-11 01:00:00,0.5345,0.18,0.2855
2021-02-11 02:00:00,0.543,0.1703,0.2866
2021-02-11 03:00:00,0.5548,0.161,0.2842
2021-02-11 04:00:00,0.5545,0.1686,0.2768
2021-02-11 05:00:00,0.5623,0.1858,0.252
2021-02-11 06:00:00,0.5693,0.2095,0.2212
2021-02-11 07:00:00,0.6056,0.2487,0.1458
2021-02-11 08:00:00,0.5742,0.3195,0.1063
2021-02-11 09:00:00,0.5237,0.3613,0.1151
2021-02-11 10:00:00,0.4973,0.3831,0.1196
2021-02-11 11:00:00,0.4833,0.3934,0.1233
2021-02-11 12:00:00,0.4704,0.4026,0.127
2021-02-11 13:00:00,0.4206,0.4416,0.1379
2021-02-11 14:00:00,0.3989,0.4574,0.1437
2021-02-11 15:00:00,0.42,0.4386,0.1415
2021-02-11 16:00:00,0.4738,0.3926,0.1336
2021-02-11 17:00:00,0.5601,0.3212,0.1187
2021-02-11 18:00:00,0.5537,0.2672,0.1792
2021-02-11 19:00:00,0.5537,0.2362,0.2101
2021-02-11 20:00:00,0.5593,0.2264,0.2143
2021-02-11 21:00:00,0.5672,0.2133,0.2195
2021-02-11 22:00:00,0.5786,0.196,0.2253
2021-02-11 23:00:00,0.559,0.1925,0.2485
2021-02-12 00:00:00,0.5389,0.1958,0.2652
2021-02-12 01:00:00,0.5529,0.1825,0.2646
2021-02-12 02:00:00,0.565,0.1699,0.265
2021-02-12 03:00:00,0.5681,0.1633,0.2686
2021-02-12 04:00:00,0.572,0.1669,0.261
2021-02-12 05:00:00,0.562,0.1915,0.2465
2021-02-12 06:00:00,0.5763,0.2119,0.2119
2021-02-12 07:00:00,0.6093,0.2507,0.14
2021-02-12 08:00:00,0.5873,0.3111,0.1017
2021-02-12 09:00:00,0.5436,0.3473,0.1091
2021-02-12 10:00:00,0.5159,0.3709,0.1132
2021-02-12 11:00:00,0.4961,0.385,0.119
2021-02-12 12:00:00,0.4908,0.3885,0.1207
2021-02-12 13:00:00,0.4608,0.4106,0.1285
2021-02-12 14:00:00,0.4325,0.4284,0.139
2021-02-12 15:00:00,0.4551,0.4074,0.1375
2021-02-12 16:00:00,0.515,0.3574,0.1276
2021-02-12 17:00:00,0.5834,0.301,0.1156
2021-02-12 18:00:00,0.5767,0.248,0.1753
2021-02-12 19:00:00,0.5569,0.2256,0.2174
2021-02-12 20:00:00,0.5518,0.2218,0.2264
2021-02-12 21:00:00,0.5631,0.2074,0.2295
2021-02-12 22:00:00,0.5951,0.1778,0.2271
2021-02-12 23:00:00,0.6074,0.1532,0.2394
2021-02-13 00:00:00,0.6158,0.1249,0.2593
2021-02-13 01:00:00,0.6325,0.1105,0.257
2021-02-13 02:00:00,0.64,0.1013,0.2586
2021-02-13 03:00:00,0.6452,0.091,0.2638
2021-02-13 04:00:00,0.6548,0.0848,0.2604
2021-02-13 05:00:00,0.6469,0.0954,0.2577
2021-02-13 06:00:00,0.6152,0.1219,0.2628
2021-02-13 07:00:00,0.6838,0.1382,0.178
2021-02-13 08:00:00,0.7444,0.1452,0.1104
2021-02-13 09:00:00,0.7188,0.1622,0.1189
2021-02-13 10:00:00,0.7066,0.1693,0.1242
2021-02-13 11:00:00,0.6956,0.1727,0.1316
2021-02-13 12:00:00,0.6914,0.1699,0.1387
2021-02-13 13:00:00,0.6705,0.1788,0.1507
2021-02-13 14:00:00,0.659,0.1812,0.1598
2021-02-13 15:00:00,0.6596,0.1764,0.164
2021-02-13 16:00:00,0.6785,0.164,0.1575
2021-02-13 17:00:00,0.7125,0.1491,0.1384
2021-02-13 18:00:00,0.6412,0.1461,0.2128
2021-02-13 19:00:00,0.6163,0.1302,0.2535
2021-02-13 20:00:00,0.6051,0.1273,0.2676
2021-02-13 21:00:00,0.6163,0.1135,0.2702
2021-02-13 22:00:00,0.6457,0.0896,0.2647
2021-02-13 23:00:00,0.662,0.0704,0.2676
2021-02-14 00:00:00,0.6932,0.0431,0.2636
2021-02-14 01:00:00,0.7002,0.0378,0.262
2021-02-14 02:00:00,0.6913,0.0368,0.2719
2021-02-14 03:00:00,0.6955,0.0336,0.2709
2021-02-14 04:00:00,0.6979,0.0347,0.2674
2021-02-14 05:00:00,0.6717,0.0433,0.2851
2021-02-14 06:00:00,0.6392,0.0635,0.2973
2021-02-14 07:00:00,0.7193,0.0721,0.2086
2021-02-14 08:00:00,0.8247,0.0581,0.1173
2021-02-14 09:00:00,0.8247,0.0578,0.1175
2021-02-14 10:00:00,0.818,0.062,0.12
2021-02-14 11:00:00,0.8092,0.0686,0.1222
2021-02-14 12:00:00,0.7971,0.0728,0.1301
2021-02-14 13:00:00,0.7841,0.0765,0.1395
2021-02-14 14:00:00,0.7667,0.0797,0.1535
2021-02-14 15:00:00,0.7607,0.083,0.1563
2021-02-14 16:00:00,0.7619,0.0889,0.1492
2021-02-14 17:00:00,0.7715,0.0916,0.1369
2021-02-14 18:00:00,0.7241,0.0853,0.1906
2021-02-14 19:00:00,0.7156,0.0719,0.2125
2021-02-14 20:00:00,0.7078,0.0701,0.2221
2021-02-14 21:00:00,0.7299,0.0646,0.2056
2021-02-14 22:00:00,0.7392,0.0618,0.199
2021-02-14 23:00:00,0.7281,0.0667,0.2052
2021-02-15 00:00:00,0.949,0.0082,0.0429
2021-02-15 01:00:00,0.9515,0.0083,0.0402
2021-02-15 02:00:00,0.9553,0.0058,0.0389
2021-02-15 03:00:00,0.9622,0.0,0.0378
2021-02-15 04:00:00,0.9257,0.0401,0.0342
2021-02-15 05:00:00,0.8873,0.0819,0.0307
2021-02-15 06:00:00,0.8454,0.1274,0.0272
2021-02-15 07:00:00,0.8236,0.1674,0.0091
2021-02-15 08:00:00,0.7442,0.2558,0.0
2021-02-15 09:00:00,0.6682,0.3318,0.0
2021-02-15 10:00:00,0.6352,0.3648,0.0
2021-02-15 11:00:00,0.5856,0.4144,0.0
2021-02-15 12:00:00,0.561,0.439,0.0
2021-02-15 13:00:00,0.4558,0.5442,0.0
2021-02-15 14:00:00,0.423,0.577,0.0
2021-02-15 15:00:00,0.4197,0.5803,0.0
2021-02-15 16:00:00,0.5198,0.4802,0.0
2021-02-15 17:00:00,0.63,0.37,0.0
2021-02-15 18:00:00,0.6651,0.314,0.0209
2021-02-15 19:00:00,0.7082,0.2595,0.0323
2021-02-15 20:00:00,0.7143,0.2539,0.0318
2021-02-15 21:00:00,0.7593,0.2114,0.0293
2021-02-15 22:00:00,0.7842,0.1854,0.0304
2021-02-15 23:00:00,0.798,0.1707,0.0313
2021-02-16 00:00:00,0.7746,0.1905,0.0349
2021-02-16 01:00:00,0.8015,0.1657,0.0329
2021-02-16 02:00:00,0.8131,0.1544,0.0324
2021-02-16 03:00:00,0.8256,0.1429,0.0315
2021-02-16 04:00:00,0.8259,0.1448,0.0294
2021-02-16 05:00:00,0.8063,0.1664,0.0272
2021-02-16 06:00:00,0.781,0.1948,0.0242
2021-02-16 07:00:00,0.7691,0.223,0.0079
2021-02-16 08:00:00,0.701,0.299,0.0
2021-02-16 09:00:00,0.6221,0.3779,0.0
2021-02-16 10:00:00,0.5593,0.4407,0.0
2021-02-16 11:00:00,0.5147,0.4853,0.0
2021-02-16 12:00:00,0.4801,0.5199,0.0
2021-02-16 13:00:00,0.3924,0.6076,0.0
2021-02-16 14:00:00,0.3506,0.6494,0.0
2021-02-16 15:00:00,0.3545,0.6455,0.0
2021-02-16 16:00:00,0.436,0.564,0.0
2021-02-16 17:00:00,0.5579,0.4421,0.0
2021-02-16 18:00:00,0.5884,0.3897,0.022
2021-02-16 19:00:00,0.6166,0.3457,0.0377
2021-02-16 20:00:00,0.6265,0.3346,0.0389
2021-02-16 21:00:00,0.6485,0.3119,0.0396
2021-02-16 22:00:00,0.6832,0.2772,0.0396
2021-02-16 23:00:00,0.6918,0.2654,0.0429
2021-02-17 00:00:00,0.7272,0.2297,0.0432
2021-02-17 01:00:00,0.75,0.2076,0.0424
2021-02-17 02:00:00,0.7609,0.1964,0.0427
2021-02-17 03:00:00,0.7734,0.1843,0.0423
2021-02-17 04:00:00,0.7661,0.1931,0.0408
2021-02-17 05:00:00,0.7444,0.2185,0.0372
2021-02-17 06:00:00,0.7091,0.2579,0.033
2021-02-17 07:00:00,0.7009,0.289,0.0101
2021-02-17 08:00:00,0.6284,0.3716,0.0
2021-02-17 09:00:00,0.5598,0.4402,0.0
2021-02-17 10:00:00,0.5055,0.4945,0.0
2021-02-17 11:00:00,0.4886,0.5114,0.0
2021-02-17 12:00:00,0.4792,0.5208,0.0
2021-02-17 13:00:00,0.4092,0.5908,0.0
2021-02-17 14:00:00,0.3899,0.6101,0.0
2021-02-17 15:00:00,0.4208,0.5792,0.0
2021-02-17 16:00:00,0.4951,0.5049,0.0
2021-02-17 17:00:00,0.5995,0.4005,0.0
2021-02-17 18:00:00,0.6302,0.3504,0.0193
